,projectid,project_oid,subject,category_name,area_name,region_name,price,rooms,size,ward_name,price_million_per_m2,street_name,area_v2,facilities_key,surrounding_key,investor_id,investor_name
1588,1317,2064367520,5078,0,110,36,2550000000.0,2.0,69.0,129,36.95652173913044,1074,110,410,229,53,520
1589,1317,2064367520,5365,0,110,36,2200000000.0,2.0,61.0,129,36.0655737704918,521,110,410,229,53,520
1590,1317,2064367520,9310,0,110,36,1470000000.0,2.0,68.0,129,21.61764705882353,521,110,410,229,53,520
1591,1317,2064367520,180,0,110,36,2500000000.0,2.0,69.0,129,36.231884057971016,521,110,410,229,53,520
1592,1317,2064367520,3005,0,110,36,2600000000.0,2.0,69.0,129,37.68115942028985,521,110,410,229,53,520
1593,1317,2064367520,4299,0,110,36,2468000000.0,2.0,59.0,129,41.83050847457627,521,110,410,229,53,520
1595,1317,2064367520,8934,0,110,36,2540000000.0,2.0,70.0,129,36.285714285714285,521,110,410,229,53,520
1599,1317,2064367520,9417,0,110,36,4400000000.0,2.0,80.0,129,55.0,521,110,410,229,53,520
1601,1317,2064367520,5249,0,110,36,2500000000.0,2.0,69.0,129,36.231884057971016,521,110,410,229,53,520
1602,1317,2064367520,5071,0,110,36,2300000000.0,2.0,59.0,129,38.983050847457626,521,110,410,229,53,520
1605,1317,2064367520,5074,0,110,36,2200000000.0,2.0,59.0,129,37.28813559322034,1074,110,410,229,53,520
1606,1317,2064367520,6644,0,110,36,2500000000.0,2.0,67.0,129,37.3134328358209,521,110,410,229,53,520
1607,1317,2064367520,5062,0,110,36,4100000000.0,2.0,80.0,129,51.25,521,110,410,229,53,520
1608,1317,2064367520,4836,0,110,36,2100000000.0,2.0,59.5,129,35.294117647058826,521,110,410,229,53,520
1609,1317,2064367520,560,0,110,36,2050000000.0,2.0,59.0,129,34.74576271186441,521,110,410,229,53,520
1610,1317,2064367520,127,0,110,36,2580000000.0,2.0,69.0,129,37.391304347826086,521,110,410,229,53,520
1611,1317,2064367520,826,0,110,36,1750000000.0,2.0,59.0,129,29.661016949152543,521,110,410,229,53,520
1612,1317,2064367520,827,0,110,36,1300000000.0,2.0,36.0,129,36.11111111111112,521,110,410,229,53,520
1613,1317,2064367520,5862,0,110,36,2371000000.0,2.0,67.0,129,35.38805970149254,521,110,410,229,53,520
1615,1317,2064367520,6478,0,110,36,2690000000.0,2.0,69.4,129,38.76080691642651,521,110,410,229,53,520
1616,1317,2064367520,630,0,110,36,2220000000.0,2.0,59.0,129,37.6271186440678,521,110,410,229,53,520
1618,1317,2064367520,629,0,110,36,1960000000.0,2.0,59.0,129,33.220338983050844,1074,110,410,229,53,520
1619,1317,2064367520,5493,0,110,36,2500000000.0,2.0,55.0,129,45.45454545454545,521,110,410,229,53,520
1620,1317,2064367520,168,0,110,36,2600000000.0,2.0,69.0,129,37.68115942028985,521,110,410,229,53,520
1621,1317,2064367520,152,0,110,36,2350000000.0,2.0,59.0,129,39.83050847457627,521,110,410,229,53,520
1622,1317,2064367520,167,0,110,36,2580000000.0,2.0,69.0,129,37.391304347826086,521,110,410,229,53,520
1626,1317,2064367520,5123,0,110,36,3200000000.0,2.0,67.0,129,47.76119402985075,521,110,410,229,53,520
1628,1317,2064367520,5079,0,110,36,2900000000.0,2.0,69.0,129,42.028985507246375,521,110,410,229,53,520
1630,1317,2064367520,1945,0,110,36,1780000000.0,2.0,47.0,129,37.87234042553192,521,110,410,229,53,520
1631,1317,2064367520,10175,0,110,36,2100000000.0,2.0,60.0,129,35.0,521,110,410,229,53,520
1633,1317,2064367520,8377,0,110,36,2550000000.0,2.0,69.0,129,36.95652173913044,521,110,410,229,53,520
1636,1317,2064367520,1990,0,110,36,2630000000.0,2.0,69.0,129,38.11594202898551,521,110,410,229,53,520
1637,1317,2064367520,1944,0,110,36,1850000000.0,2.0,47.0,129,39.361702127659576,521,110,410,229,53,520
1638,1317,2064367520,5355,0,110,36,1900000000.0,2.0,60.0,129,31.666666666666668,521,110,410,229,53,520
1639,1317,2064367520,614,0,110,36,2550000000.0,2.0,69.0,129,36.95652173913044,521,110,410,229,53,520
1640,1317,2064367520,6741,0,110,36,2200000000.0,2.0,60.0,129,36.66666666666666,521,110,410,229,53,520
1643,1317,2064367520,7757,0,110,36,2500000000.0,2.0,69.0,129,36.231884057971016,521,110,410,229,53,520
1645,1317,2064367520,2937,0,110,36,2300000000.0,2.0,68.0,129,33.8235294117647,521,110,410,229,53,520
1646,1317,2064367520,9023,0,110,36,3615000000.0,2.0,79.0,129,45.75949367088607,521,110,410,229,53,520
1647,1317,2064367520,8782,0,110,36,3200000000.0,2.0,67.0,129,47.76119402985075,521,110,410,229,53,520
1650,1317,2064367520,562,0,110,36,2600000000.0,2.0,69.0,129,37.68115942028985,521,110,410,229,53,520
1651,1317,2064367520,564,0,110,36,2070000000.0,2.0,59.0,129,35.08474576271186,521,110,410,229,53,520
1654,1317,2064367520,6769,0,110,36,2290000000.0,2.0,60.0,129,38.16666666666666,521,110,410,229,53,520
1656,1317,2064367520,578,0,110,36,2200000000.0,2.0,59.0,129,37.28813559322034,521,110,410,229,53,520
1657,1317,2064367520,5062,0,110,36,4100000000.0,2.0,78.0,129,52.56410256410256,521,110,410,229,53,520
1658,1317,2064367520,4951,0,110,36,2600000000.0,2.0,69.0,129,37.68115942028985,521,110,410,229,53,520
1659,1317,2064367520,2995,0,110,36,2130000000.0,2.0,62.0,129,34.354838709677416,521,110,410,229,53,520
1661,1317,2064367520,662,0,110,36,2650000000.0,2.0,69.0,129,38.40579710144928,521,110,410,229,53,520
1662,1317,2064367520,6063,0,110,36,2100000000.0,2.0,47.0,129,44.680851063829785,521,110,410,229,53,520
1663,1317,2064367520,3805,0,110,36,2100000000.0,2.0,60.0,129,35.0,521,110,410,229,53,520
1667,1317,2064367520,2003,0,110,36,2400000000.0,2.0,67.0,129,35.82089552238806,1074,110,410,229,53,520
1668,1317,2064367520,7054,0,110,36,2099000000.0,2.0,59.0,129,35.57627118644068,521,110,410,229,53,520
1671,1317,2064367520,166,0,110,36,2750000000.0,2.0,69.0,129,39.85507246376812,521,110,410,229,53,520
1673,1317,2064367520,5356,0,110,36,2650000000.0,2.0,69.0,129,38.40579710144928,521,110,410,229,53,520
1674,1317,2064367520,5634,0,110,36,2200000000.0,2.0,60.0,129,36.66666666666666,521,110,410,229,53,520
1677,1317,2064367520,4686,0,110,36,1580000000.0,2.0,68.0,129,23.235294117647054,521,110,410,229,53,520
1679,4671,797574970,9347,0,73,41,4400000000.0,2.0,82.5,113,53.333333333333336,611,73,594,229,1961,52
1680,4671,797574970,5526,0,73,41,3700000000.0,2.0,83.0,113,44.57831325301205,611,73,594,229,1961,52
1682,4671,797574970,5129,0,73,41,3700000000.0,2.0,63.0,113,58.73015873015873,611,73,594,229,1961,52
1683,4671,797574970,7381,0,73,41,3700000000.0,2.0,82.5,113,44.84848484848485,611,73,594,229,1961,52
1684,4671,797574970,2923,0,73,41,3785000000.0,2.0,83.0,113,45.60240963855421,611,73,594,229,1961,52
1685,4671,797574970,3785,0,73,41,3800000000.0,2.0,82.5,113,46.06060606060606,611,73,594,229,1961,52
1687,4671,797574970,5556,0,73,41,3850000000.0,2.0,82.5,113,46.66666666666666,611,73,594,229,1961,52
1689,4671,797574970,819,0,73,41,3700000000.0,2.0,62.5,113,59.2,611,73,594,229,1961,52
1692,4671,797574970,3964,0,73,41,2700000000.0,2.0,82.5,113,32.72727272727273,611,73,594,229,1961,52
1693,4671,797574970,3904,0,73,41,4200000000.0,2.0,82.5,113,50.90909090909091,611,73,594,229,1961,52
1696,4421,777631104,5570,0,91,2,1550000000.0,2.0,55.0,296,28.181818181818183,701,91,594,229,1290,86
1697,4421,777631104,405,0,91,2,1650000000.0,2.0,54.0,296,30.55555555555556,797,91,594,229,1290,86
1698,4421,777631104,107,0,91,2,1650000000.0,2.0,54.0,296,30.55555555555556,797,91,594,229,1290,86
1699,4421,777631104,9713,0,91,2,1700000000.0,2.0,53.0,296,32.075471698113205,797,91,594,229,1290,86
1701,4421,777631104,4251,0,91,2,1710000000.0,2.0,51.0,296,33.529411764705884,797,91,594,229,1290,86
1702,4678,1054183059,6222,0,102,5,1100000000.0,2.0,64.0,159,17.1875,919,102,594,229,1072,55
1703,4678,1054183059,2399,0,102,5,700000000.0,2.0,42.0,159,16.666666666666668,1211,102,594,229,1072,55
1705,4678,1054183059,2781,0,102,5,1000000000.0,2.0,60.0,159,16.666666666666668,919,102,594,229,1072,55
1706,4678,1054183059,5056,0,102,5,1080000000.0,2.0,64.0,159,16.875,919,102,594,229,1072,55
1711,4653,544887336,8482,3,105,30,1100000000.0,2.2908415841584158,100.0,19,11.0,444,105,594,229,337,272
1720,4677,126829696,3926,0,110,36,1485000000.0,2.0,52.0,197,28.557692307692307,814,110,594,229,1920,501
1721,4677,126829696,6295,0,110,36,2350000000.0,2.0,53.0,197,44.33962264150944,814,110,594,229,1920,501
1722,4677,126829696,7818,0,110,36,2500000000.0,2.0,53.0,197,47.16981132075472,814,110,594,229,1920,501
1729,4544,968182453,9208,0,67,11,4000000000.0,2.0,75.0,120,53.333333333333336,835,67,594,229,943,555
1737,4652,1762920473,7998,3,108,33,2200000000.0,2.2908415841584158,96.0,341,22.916666666666668,649,108,594,229,1908,265
1743,4441,721813180,4546,0,91,2,1550000000.0,2.0,55.0,73,28.181818181818183,829,91,594,229,292,58
1744,4441,721813180,6747,0,91,2,1600000000.0,2.0,55.0,73,29.09090909090909,829,91,594,229,292,58
1745,4441,721813180,481,0,91,2,1570000000.0,2.0,55.0,73,28.545454545454547,829,91,594,229,292,58
1747,4441,721813180,9546,0,91,2,1700000000.0,2.0,70.0,73,24.285714285714285,829,91,594,229,292,58
1748,4441,721813180,9483,0,91,2,1700000000.0,2.0,70.0,73,24.285714285714285,829,91,594,229,292,58
1749,4441,721813180,874,0,91,2,1750000000.0,2.0,70.0,73,25.0,829,91,594,229,292,58
1751,4441,721813180,6287,0,91,2,1700000000.0,2.0,70.0,73,24.285714285714285,829,91,594,229,292,58
1752,4441,721813180,9665,0,91,2,1500000000.0,2.0,55.0,73,27.272727272727277,829,91,594,229,292,58
1753,4441,721813180,9562,0,91,2,1680000000.0,2.0,70.0,73,24.0,829,91,594,229,292,58
1754,4441,721813180,580,0,91,2,1540000000.0,2.0,55.0,73,28.0,829,91,594,229,292,58
1755,4441,721813180,573,0,91,2,1750000000.0,2.0,70.0,73,25.0,829,91,594,229,292,58
1757,4441,721813180,6752,0,91,2,1750000000.0,2.0,70.0,73,25.0,829,91,594,229,292,58
1758,4441,721813180,6753,0,91,2,1690000000.0,2.0,70.0,73,24.142857142857142,829,91,594,229,292,58
1759,4441,721813180,4072,0,91,2,280000000.0,2.0,75.0,73,3.733333333333333,829,91,594,229,292,58
1761,4441,721813180,475,0,91,2,1750000000.0,2.0,70.0,73,25.0,829,91,594,229,292,58
1763,4441,721813180,4458,0,91,2,1550000000.0,2.0,56.0,73,27.678571428571427,829,91,594,229,292,58
1764,4441,721813180,38,0,91,2,1800000000.0,2.0,70.0,73,25.714285714285715,829,91,594,229,292,58
1766,4441,721813180,5121,0,91,2,1690000000.0,2.0,70.0,73,24.142857142857142,829,91,594,229,292,58
1767,4441,721813180,7364,0,91,2,1700000000.0,2.0,70.0,73,24.285714285714285,829,91,594,229,292,58
1768,4441,721813180,3135,0,91,2,1620000000.0,2.0,70.0,73,23.142857142857142,829,91,594,229,292,58
1769,4441,721813180,9697,0,91,2,1750000000.0,2.0,70.0,73,25.0,829,91,594,229,292,58
1771,4441,721813180,1104,0,91,2,1850000000.0,2.0,70.0,73,26.428571428571427,829,91,594,229,292,58
1772,4441,721813180,6140,0,91,2,1500000000.0,2.0,55.0,73,27.272727272727277,829,91,594,229,292,58
1773,4441,721813180,600,0,91,2,1800000000.0,2.0,70.0,73,25.714285714285715,829,91,594,229,292,58
1775,4441,721813180,163,0,91,2,1800000000.0,2.0,70.0,73,25.714285714285715,829,91,594,229,292,58
1776,4441,721813180,1090,0,91,2,1550000000.0,2.0,55.0,73,28.181818181818183,829,91,594,229,292,58
1777,4441,721813180,476,0,91,2,1530000000.0,2.0,55.0,73,27.818181818181817,829,91,594,229,292,58
1778,4441,721813180,609,0,91,2,1580000000.0,2.0,55.0,73,28.727272727272727,829,91,594,229,292,58
1780,4441,721813180,478,0,91,2,1700000000.0,2.0,70.0,73,24.285714285714285,829,91,594,229,292,58
1782,4441,721813180,6748,0,91,2,1850000000.0,2.0,70.0,73,26.428571428571427,829,91,594,229,292,58
1783,4441,721813180,6101,0,91,2,1500000000.0,2.0,55.0,73,27.272727272727277,829,91,594,229,292,58
1785,4441,721813180,3090,0,91,2,1700000000.0,2.0,70.0,73,24.285714285714285,829,91,594,229,292,58
1786,4441,721813180,3133,0,91,2,1600000000.0,2.0,70.0,73,22.857142857142858,829,91,594,229,292,58
1787,4441,721813180,3134,0,91,2,1680000000.0,2.0,70.0,73,24.0,829,91,594,229,292,58
1788,4441,721813180,6571,0,91,2,1700000000.0,2.0,70.0,73,24.285714285714285,829,91,594,229,292,58
1789,4441,721813180,6546,0,91,2,1550000000.0,2.0,55.0,73,28.181818181818183,829,91,594,229,292,58
1790,4441,721813180,4073,0,91,2,1700000000.0,2.0,70.0,73,24.285714285714285,829,91,594,229,292,58
1791,4441,721813180,9547,0,91,2,1690000000.0,2.0,70.0,73,24.142857142857142,829,91,594,229,292,58
1792,4441,721813180,8712,0,91,2,1620000000.0,2.0,70.0,73,23.142857142857142,829,91,594,229,292,58
1793,4441,721813180,1091,0,91,2,1550000000.0,2.0,55.0,73,28.181818181818183,829,91,594,229,292,58
1794,4441,721813180,178,0,91,2,1740000000.0,2.0,70.0,73,24.857142857142858,829,91,594,229,292,58
1796,4441,721813180,4565,0,91,2,1700000000.0,2.0,70.0,73,24.285714285714285,829,91,594,229,292,58
1797,4441,721813180,1058,0,91,2,1700000000.0,2.0,70.0,73,24.285714285714285,829,91,594,229,292,58
1800,4441,721813180,5904,0,91,2,3200000000.0,2.0,78.0,73,41.02564102564103,829,91,594,229,292,58
1803,4441,721813180,479,0,91,2,1600000000.0,2.0,55.0,73,29.09090909090909,829,91,594,229,292,58
1805,4441,721813180,485,0,91,2,2300000000.0,2.0,95.0,73,24.210526315789476,829,91,594,229,292,58
1808,4441,721813180,4010,0,91,2,1530000000.0,2.0,55.0,73,27.818181818181817,829,91,594,229,292,58
1810,4441,721813180,4236,0,91,2,1650000000.0,2.0,70.0,73,23.571428571428573,829,91,594,229,292,58
1811,4441,721813180,9844,0,91,2,1490000000.0,2.0,55.0,73,27.09090909090909,829,91,594,229,292,58
1813,4457,1048125356,8918,0,109,2,2350000000.0,2.0,79.0,63,29.746835443037973,776,109,594,229,1822,139
1814,4457,1048125356,4998,0,109,2,2090000000.0,2.0,79.0,63,26.455696202531644,776,109,594,229,1822,139
1816,4457,1048125356,9094,0,109,2,1799999999.0,2.0,80.0,63,22.4999999875,1142,109,594,229,1822,139
1818,4457,1048125356,2613,0,109,2,2050000000.0,2.0,80.0,63,25.625,776,109,594,229,1822,139
1821,4457,1048125356,4053,0,109,2,2250000000.0,2.0,80.0,63,28.125,776,109,594,229,1822,139
1824,4457,1048125356,2388,0,109,2,2050000000.0,2.0,74.0,63,27.7027027027027,776,109,594,229,1822,139
1825,4457,1048125356,5133,0,109,2,1800000000.0,2.0,80.0,63,22.5,1142,109,594,229,1822,139
1826,4457,1048125356,4997,0,109,2,2200000000.0,2.0,79.0,63,27.848101265822784,776,109,594,229,1822,139
1827,4457,1048125356,2151,0,109,2,2350000000.0,2.0,74.0,63,31.75675675675676,776,109,594,229,1822,139
1830,4457,1048125356,612,0,109,2,2200000000.0,2.0,75.0,63,29.33333333333333,776,109,594,229,1822,139
1834,4457,1048125356,7801,0,109,2,2300000000.0,2.0,80.0,63,28.75,776,109,594,229,1822,139
1835,4457,1048125356,5119,0,109,2,1880000000.0,2.0,80.0,63,23.5,776,109,594,229,1822,139
1838,4457,1048125356,6204,0,109,2,2100000000.0,2.0,79.1997,63,26.51525195171193,776,109,594,229,1822,139
1840,4611,944090278,7428,0,110,36,1850000000.0,2.0,57.0,165,32.45614035087719,256,110,594,229,1889,490
1842,4611,944090278,663,0,110,36,1700000000.0,2.0,58.0,165,29.310344827586206,256,110,594,229,1889,490
1844,4611,944090278,1926,0,110,36,2250000000.0,2.0,79.0,165,28.481012658227847,256,110,594,229,1889,490
1845,4611,944090278,7040,0,110,36,1700000000.0,2.0,56.0,165,30.357142857142858,256,110,594,229,1889,490
1846,4611,944090278,9625,0,110,36,1700000000.0,2.0,57.0,165,29.82456140350877,256,110,594,229,1889,490
1847,4611,944090278,3758,0,110,36,2400000000.0,2.0,70.0,165,34.285714285714285,256,110,594,229,1889,490
1853,4611,944090278,4392,0,110,36,1680000000.0,2.0,52.0,165,32.30769230769231,256,110,594,229,1889,490
1854,4611,944090278,9121,0,110,36,2600000000.0,2.0,70.0,165,37.142857142857146,256,110,594,229,1889,490
1865,4418,38196823,561,0,100,4,1780000000.0,2.0,54.7098,141,32.535304460992364,1247,100,594,229,88,59
1866,4418,38196823,5264,0,100,4,2800000000.0,2.0,87.0,141,32.18390804597701,911,100,594,229,88,59
1873,4418,38196823,5879,0,100,4,4500000000.0,2.0,84.0,141,53.57142857142857,911,100,594,229,88,59
1875,4418,38196823,1209,0,100,4,2360000000.0,2.0,54.0,141,43.7037037037037,911,100,594,229,88,59
1883,4440,1824502957,4409,0,53,36,3330000000.0,2.0,67.5699,3,49.282298775046286,514,53,594,229,466,200
1884,4464,1287955717,9893,1,102,5,2750000000.0,2.0,53.0,134,51.886792452830186,483,102,594,229,1826,43
1886,4540,1466737289,3247,0,106,31,1165000000.0,2.0,57.11,301,20.399229556995277,930,106,594,229,389,655
1887,4382,1915186251,7978,0,110,36,3200000000.0,2.0,60.0,186,53.333333333333336,870,110,594,229,1334,505
1888,4382,1915186251,5771,0,110,36,2300000000.0,2.0,61.0,186,37.704918032786885,870,110,594,229,1334,505
1889,4382,1915186251,9655,0,110,36,2400000000.0,2.0,61.0,186,39.34426229508197,870,110,594,229,1334,505
1890,4761,1473843324,6573,0,80,36,2780000000.0,2.0,91.0,175,30.54945054945055,151,80,165,213,408,647
1891,4761,1473843324,4371,0,80,36,2400000000.0,2.0,86.0,175,27.906976744186046,427,80,165,213,408,647
1894,4757,1836083248,8831,0,83,42,750000000.0,2.0,70.7697,110,10.59775581922772,870,83,435,185,55,225
1895,10,1054221343,5204,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1896,10,1054221343,3778,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1897,10,1054221343,2485,0,91,2,2500000000.0,2.0,75.0,25,33.333333333333336,168,91,284,112,9,521
1898,10,1054221343,3840,0,91,2,2550000000.0,2.0,75.0,25,34.0,168,91,284,112,9,521
1899,10,1054221343,8531,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1900,10,1054221343,5257,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1901,10,1054221343,8523,0,91,2,2400000000.0,2.0,74.0,25,32.432432432432435,168,91,284,112,9,521
1902,10,1054221343,7485,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1903,10,1054221343,8521,0,91,2,2420000000.0,2.0,75.0,25,32.266666666666666,168,91,284,112,9,521
1904,10,1054221343,7693,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1905,10,1054221343,8208,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1906,10,1054221343,5008,0,91,2,2400000000.0,2.0,80.0,25,30.0,168,91,284,112,9,521
1907,10,1054221343,7958,0,91,2,2200000000.0,2.0,75.0,25,29.33333333333333,168,91,284,112,9,521
1908,10,1054221343,9980,0,91,2,2200000000.0,2.0,75.0,25,29.33333333333333,168,91,284,112,9,521
1910,10,1054221343,8130,0,91,2,2200000000.0,2.0,75.0,25,29.33333333333333,168,91,284,112,9,521
1911,10,1054221343,8524,0,91,2,2200000000.0,2.0,65.0,25,33.84615384615385,168,91,284,112,9,521
1913,10,1054221343,837,0,91,2,2200000000.0,2.0,75.0,25,29.33333333333333,168,91,284,112,9,521
1914,10,1054221343,7300,0,91,2,2200000000.0,2.0,75.0,25,29.33333333333333,168,91,284,112,9,521
1915,10,1054221343,8528,0,91,2,2350000000.0,2.0,72.0,25,32.638888888888886,168,91,284,112,9,521
1916,10,1054221343,5256,0,91,2,2400000000.0,2.0,87.0,25,27.58620689655172,168,91,284,112,9,521
1917,10,1054221343,548,0,91,2,2400000000.0,2.0,87.0,25,27.58620689655172,168,91,284,112,9,521
1918,10,1054221343,769,0,91,2,3000000000.0,2.0,100.0,25,30.0,168,91,284,112,9,521
1919,10,1054221343,956,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1920,10,1054221343,955,0,91,2,2350000000.0,2.0,75.0,25,31.33333333333333,168,91,284,112,9,521
1921,10,1054221343,6065,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1922,10,1054221343,19,0,91,2,2810000000.0,2.0,87.0,25,32.298850574712645,168,91,284,112,9,521
1923,10,1054221343,6,0,91,2,2460000000.0,2.0,75.0,25,32.8,168,91,284,112,9,521
1925,10,1054221343,3746,0,91,2,2750000000.0,2.0,74.0,25,37.16216216216216,168,91,284,112,9,521
1926,10,1054221343,6278,0,91,2,2340000000.0,2.0,78.0,25,30.0,168,91,284,112,9,521
1927,10,1054221343,8999,0,91,2,2320000000.0,2.0,78.0,25,29.743589743589745,168,91,284,112,9,521
1928,10,1054221343,527,0,91,2,2400000000.0,2.0,78.0,25,30.76923076923077,168,91,284,112,9,521
1929,10,1054221343,10229,0,91,2,2350000000.0,2.0,75.0,25,31.33333333333333,168,91,284,112,9,521
1930,10,1054221343,8133,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1931,10,1054221343,836,0,91,2,2500000000.0,2.0,86.0,25,29.069767441860463,168,91,284,112,9,521
1932,10,1054221343,175,0,91,2,2450000000.0,2.0,74.0,25,33.108108108108105,168,91,284,112,9,521
1933,10,1054221343,9399,0,91,2,2550000000.0,2.0,74.0,25,34.45945945945946,168,91,284,112,9,521
1936,10,1054221343,852,0,91,2,2450000000.0,2.0,75.0,25,32.666666666666664,168,91,284,112,9,521
1937,10,1054221343,8532,0,91,2,3200000000.0,2.0,85.0,25,37.64705882352941,168,91,284,112,9,521
1938,10,1054221343,8778,0,91,2,2300000000.0,2.0,76.0,25,30.26315789473684,168,91,284,112,9,521
1940,10,1054221343,8527,0,91,2,2400000000.0,2.0,85.0,25,28.235294117647054,168,91,284,112,9,521
1941,10,1054221343,8532,0,91,2,3200000000.0,2.0,85.0,25,37.64705882352941,45,91,284,112,9,521
1942,10,1054221343,7010,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1943,10,1054221343,3722,0,91,2,2750000000.0,2.0,74.0,25,37.16216216216216,168,91,284,112,9,521
1944,10,1054221343,9328,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1945,10,1054221343,3591,0,91,2,2450000000.0,2.0,75.0,25,32.666666666666664,168,91,284,112,9,521
1946,10,1054221343,8529,0,91,2,2390000000.0,2.0,75.0,25,31.866666666666667,168,91,284,112,9,521
1947,10,1054221343,8796,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1948,10,1054221343,9088,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1949,10,1054221343,4577,0,91,2,2900000000.0,2.0,73.9,25,39.242219215155615,168,91,284,112,9,521
1950,10,1054221343,3178,0,91,2,2555000000.0,2.0,74.0,25,34.527027027027025,168,91,284,112,9,521
1951,10,1054221343,4660,0,91,2,2630000000.0,2.0,75.0,25,35.06666666666667,168,91,284,112,9,521
1952,10,1054221343,8526,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1953,10,1054221343,7957,0,91,2,2500000000.0,2.0,85.0,25,29.41176470588235,168,91,284,112,9,521
1954,10,1054221343,727,0,91,2,2400000000.0,2.0,74.0,25,32.432432432432435,168,91,284,112,9,521
1955,10,1054221343,8956,0,91,2,2600000000.0,2.0,74.0,25,35.13513513513514,168,91,284,112,9,521
1956,10,1054221343,6417,0,91,2,2950000000.0,2.0,85.0,25,34.705882352941174,168,91,284,112,9,521
1957,10,1054221343,6412,0,91,2,2500000000.0,2.0,74.0,25,33.78378378378378,168,91,284,112,9,521
1958,10,1054221343,3954,0,91,2,2330000000.0,2.0,75.0,25,31.066666666666663,168,91,284,112,9,521
1959,10,1054221343,1195,0,91,2,2400000000.0,2.0,77.0,25,31.16883116883117,168,91,284,112,9,521
1960,10,1054221343,1046,0,91,2,2400000000.0,2.0,77.0,25,31.16883116883117,168,91,284,112,9,521
1961,10,1054221343,1126,0,91,2,2420000000.0,2.0,85.0,25,28.47058823529412,168,91,284,112,9,521
1962,10,1054221343,8237,0,91,2,2450000000.0,2.0,77.0,25,31.818181818181817,45,91,284,112,9,521
1963,10,1054221343,3,0,91,2,2700000000.0,2.0,85.0,25,31.764705882352946,168,91,284,112,9,521
1964,10,1054221343,8932,0,91,2,2400000000.0,2.0,85.0,25,28.235294117647054,168,91,284,112,9,521
1965,10,1054221343,8525,0,91,2,2450000000.0,2.0,80.0,25,30.625,168,91,284,112,9,521
1966,10,1054221343,5017,0,91,2,2500000000.0,2.0,85.0,25,29.41176470588235,168,91,284,112,9,521
1968,10,1054221343,9248,0,91,2,2500000000.0,2.0,85.0,25,29.41176470588235,168,91,284,112,9,521
1969,10,1054221343,7288,0,91,2,2500000000.0,2.0,75.0,25,33.333333333333336,168,91,284,112,9,521
1970,10,1054221343,130,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1971,10,1054221343,151,0,91,2,2550000000.0,2.0,74.0,25,34.45945945945946,168,91,284,112,9,521
1972,10,1054221343,9964,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1973,10,1054221343,3656,0,91,2,2300000000.0,2.0,75.0,25,30.666666666666668,168,91,284,112,9,521
1974,10,1054221343,3604,0,91,2,2300000000.0,2.0,75.0,25,30.666666666666668,168,91,284,112,9,521
1976,10,1054221343,9979,0,91,2,2400000000.0,2.0,85.0,25,28.235294117647054,168,91,284,112,9,521
1977,10,1054221343,2633,0,91,2,2580000000.0,2.0,75.0,25,34.4,168,91,284,112,9,521
1978,10,1054221343,899,0,91,2,2350000000.0,2.0,75.0,25,31.33333333333333,168,91,284,112,9,521
1980,10,1054221343,8663,0,91,2,2500000000.0,2.0,85.0,25,29.41176470588235,168,91,284,112,9,521
1981,10,1054221343,762,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1982,10,1054221343,8530,0,91,2,2300000000.0,2.0,75.0,25,30.666666666666668,168,91,284,112,9,521
1983,10,1054221343,3712,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1984,10,1054221343,4541,0,91,2,2800000000.0,2.0,75.0,25,37.333333333333336,168,91,284,112,9,521
1985,10,1054221343,7959,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1986,10,1054221343,9961,0,91,2,2350000000.0,2.0,75.0,25,31.33333333333333,168,91,284,112,9,521
1987,10,1054221343,8928,0,91,2,2400000000.0,2.0,75.0,25,32.0,168,91,284,112,9,521
1988,10,1054221343,10255,0,91,2,2450000000.0,2.0,78.0,25,31.41025641025641,45,91,284,112,9,521
1989,10,1054221343,5015,0,91,2,2400000000.0,2.0,85.0,25,28.235294117647054,168,91,284,112,9,521
