,projectid,project_oid,subject,category_name,area_name,region_name,price,rooms,size,ward_name,price_million_per_m2,street_name,area_v2,facilities_key,surrounding_key,investor_id,investor_name
0,2464,1582239957,9670,1,23,42,2000000000.0,2.0,100.0,376,20.0,507,23,136,90,378,186
1,2464,1582239957,7654,1,23,42,2100000000.0,2.0,100.0,376,21.0,1059,23,136,90,378,186
6,2464,1582239957,9572,1,23,42,1650000000.0,2.0,100.0,376,16.5,507,23,136,90,378,186
10,284,405530665,2262,0,37,13,3620000000.0,2.0,71.0,411,50.985915492957744,752,37,503,229,975,542
11,284,405530665,1972,0,37,13,2900000000.0,2.0,56.0,411,51.785714285714285,752,37,503,229,975,542
13,284,405530665,9272,0,37,13,2700000000.0,2.0,56.0,411,48.21428571428572,752,37,503,229,975,542
14,284,405530665,456,0,37,13,2700000000.0,2.0,55.0,411,49.09090909090909,752,37,503,229,975,542
15,284,405530665,8464,0,37,13,2700000000.0,2.0,56.0,411,48.21428571428572,752,37,503,229,975,542
16,284,405530665,8456,0,37,13,2700000000.0,2.0,56.0,411,48.21428571428572,752,37,503,229,975,542
19,284,405530665,3213,0,37,13,3800000000.0,2.0,62.0,411,61.29032258064516,752,37,503,229,975,542
21,284,405530665,1924,0,37,13,2550000000.0,2.0,58.5998,411,43.51550687886306,752,37,503,229,975,542
22,3654,1728959123,10129,3,1,36,1500000000.0,2.2908415841584158,100.0,398,15.0,918,1,235,229,975,542
28,4883,619633814,10571,0,91,2,2100000000.0,2.0,61.0,25,34.42622950819672,648,91,594,149,1973,416
30,4883,619633814,5800,0,91,2,2072000000.0,2.0,60.0,25,34.53333333333333,648,91,594,149,1973,416
33,4883,619633814,5882,0,91,2,1900000000.0,2.0,55.0,25,34.54545454545455,648,91,594,149,1973,416
34,4883,619633814,9006,0,91,2,2350000000.0,2.0,60.0,25,39.16666666666666,445,91,594,149,1973,416
35,4883,619633814,8077,0,91,2,2400000000.0,2.0,60.0,25,40.0,648,91,594,149,1973,416
37,4883,619633814,5350,0,91,2,1800000000.0,2.0,60.0,25,30.0,648,91,594,149,1973,416
38,4883,619633814,4774,0,91,2,1300000000.0,2.0,50.0,25,26.0,648,91,594,149,1973,416
39,4883,619633814,9593,0,91,2,2020000000.0,2.0,59.0,25,34.23728813559322,648,91,594,149,1973,416
43,4883,619633814,5891,0,91,2,2150000000.0,2.0,60.0,25,35.833333333333336,648,91,594,149,1973,416
44,4883,619633814,5756,0,91,2,2475000000.0,2.0,55.0,25,45.0,445,91,594,149,1973,416
47,4883,619633814,380,0,91,2,1200000000.0,2.0,33.0,25,36.36363636363637,648,91,594,149,1973,416
48,4883,619633814,8191,0,91,2,2300000000.0,2.0,60.0,25,38.333333333333336,648,91,594,149,1973,416
49,4883,619633814,4759,0,91,2,2100000000.0,2.0,60.0,25,35.0,648,91,594,149,1973,416
50,4883,619633814,9977,0,91,2,1900000000.0,2.0,60.0,25,31.666666666666668,648,91,594,149,1973,416
51,4883,619633814,8896,0,91,2,1900000000.0,2.0,56.0,25,33.92857142857143,648,91,594,149,1973,416
52,4883,619633814,9868,0,91,2,950000000.0,2.0,60.0,25,15.833333333333334,648,91,594,149,1973,416
53,4883,619633814,7160,0,91,2,1900000000.0,2.0,55.0,25,34.54545454545455,445,91,594,149,1973,416
54,4883,619633814,5799,0,91,2,2000000000.0,2.0,55.0,25,36.36363636363637,648,91,594,149,1973,416
55,4883,619633814,6016,0,91,2,1200000000.0,2.0,60.0,25,20.0,445,91,594,149,1973,416
56,4883,619633814,4968,0,91,2,2200000000.0,2.0,60.0,25,36.66666666666666,648,91,594,149,1973,416
57,4883,619633814,2266,0,91,2,1800000000.0,2.0,55.0,25,32.72727272727273,648,91,594,149,1973,416
58,4883,619633814,8609,0,91,2,2800000000.0,2.0,58.0,25,48.27586206896552,648,91,594,149,1973,416
59,4888,1167970029,10021,3,73,41,2500000000.0,2.2908415841584158,75.0,144,33.333333333333336,1192,73,594,119,1498,432
60,4888,1167970029,8632,0,73,41,2200000000.0,2.0,55.0,144,40.0,783,73,594,119,1498,432
62,4888,1167970029,5789,0,73,41,2400000000.0,2.0,55.0,144,43.63636363636363,783,73,594,119,1498,432
63,4888,1167970029,33,0,73,41,2500000000.0,2.0,55.0,144,45.45454545454545,783,73,594,119,1498,432
65,4888,1167970029,177,0,73,41,2600000000.0,2.0,55.0,144,47.27272727272727,783,73,594,119,1498,432
68,4888,1167970029,9249,0,73,41,1900000000.0,2.0,50.0,144,38.0,783,73,594,119,1498,432
69,4888,1167970029,148,0,73,41,2200000000.0,2.0,55.0,144,40.0,783,73,594,119,1498,432
70,4888,1167970029,7295,0,73,41,750000000.0,2.0,55.0,144,13.636363636363637,599,73,594,119,1498,432
71,4888,1167970029,6028,0,73,41,1900000000.0,2.0,72.0,144,26.38888888888889,783,73,594,119,1498,432
73,4888,1167970029,217,0,73,41,800000000.0,2.0,53.0,144,15.09433962264151,234,73,594,119,1498,432
74,4888,1167970029,4130,0,73,41,999000000.0,2.0,60.0,144,16.65,599,73,594,119,1498,432
77,4888,1167970029,4757,0,73,41,1900000000.0,2.0,50.0,144,38.0,783,73,594,119,1498,432
80,4888,1167970029,7457,0,73,41,2200000000.0,2.0,55.0,144,40.0,783,73,594,119,1498,432
81,4888,1167970029,8887,0,73,41,1700000000.0,2.0,52.0,144,32.69230769230769,783,73,594,119,1498,432
82,4888,1167970029,8887,0,73,41,1900000000.0,2.0,50.0,144,38.0,783,73,594,119,1498,432
86,4888,1167970029,8815,0,73,41,850000000.0,2.0,50.0,144,17.0,599,73,594,119,1498,432
87,4888,1167970029,8902,0,73,41,3800000000.0,2.0,83.1998,144,45.67318671439114,783,73,594,119,1498,432
88,4888,1167970029,4813,0,73,41,3300000000.0,2.0,60.0,144,55.0,783,73,594,119,1498,432
89,4888,1167970029,5828,0,73,41,2100000000.0,2.0,50.0,144,42.0,245,73,594,119,1498,432
90,4888,1167970029,8068,0,73,41,2900000000.0,2.0,50.0,144,58.0,783,73,594,119,1498,432
96,4888,1167970029,8904,0,73,41,1900000000.0,2.0,52.0,144,36.53846153846154,783,73,594,119,1498,432
99,4888,1167970029,8982,0,73,41,2400000000.0,2.0,50.0,144,48.0,783,73,594,119,1498,432
100,4888,1167970029,9026,0,73,41,1700000000.0,2.0,52.0,144,32.69230769230769,783,73,594,119,1498,432
101,4888,1167970029,8984,0,73,41,1900000000.0,2.0,52.0,144,36.53846153846154,783,73,594,119,1498,432
102,4888,1167970029,10202,0,73,41,870000000.0,2.0,52.0,144,16.73076923076923,783,73,594,119,1498,432
103,4888,1167970029,4716,0,73,41,1700000000.0,2.0,52.0,144,32.69230769230769,783,73,594,119,1498,432
104,4888,1167970029,5042,0,73,41,590000000.0,2.0,52.0,144,11.346153846153848,783,73,594,119,1498,432
105,4888,1167970029,10405,0,73,41,870000000.0,2.0,52.0,144,16.73076923076923,783,73,594,119,1498,432
106,4888,1167970029,4082,0,73,41,2400000000.0,2.0,50.0998,144,47.90438285182775,599,73,594,119,1498,432
107,4888,1167970029,5910,0,73,41,1700000000.0,2.0,52.0,144,32.69230769230769,783,73,594,119,1498,432
108,4888,1167970029,6027,0,73,41,1700000000.0,2.0,50.0,144,34.0,783,73,594,119,1498,432
109,4888,1167970029,8814,0,73,41,2700000000.0,2.0,50.0,144,54.0,783,73,594,119,1498,432
111,4888,1167970029,8081,0,73,41,889000000.0,2.0,54.0,144,16.462962962962962,599,73,594,119,1498,432
112,4888,1167970029,381,0,73,41,1900000000.0,2.0,50.0,144,38.0,783,73,594,119,1498,432
113,4888,1167970029,8996,0,73,41,2100000000.0,2.0,54.0,144,38.888888888888886,783,73,594,119,1498,432
114,4888,1167970029,6014,0,73,41,2100000000.0,2.0,50.0,144,42.0,783,73,594,119,1498,432
115,4888,1167970029,5535,0,73,41,2700000000.0,2.0,50.0,144,54.0,783,73,594,119,1498,432
116,4888,1167970029,8499,3,73,41,2600000000.0,2.2908415841584158,85.0,144,30.58823529411765,660,73,594,119,1498,432
118,4888,1167970029,9341,0,73,41,2700000000.0,2.0,50.0,144,54.0,783,73,594,119,1498,432
125,4888,1167970029,10499,0,73,41,3300000000.0,2.0,50.0,144,66.0,599,73,594,119,1498,432
129,4888,1167970029,5165,0,73,41,2745000000.0,2.0,50.0,144,54.9,599,73,594,119,1498,432
131,4888,1167970029,5859,0,73,41,3100000000.0,2.0,50.0,144,62.0,599,73,594,119,1498,432
132,4888,1167970029,5284,0,73,41,1200000000.0,2.0,50.0,144,24.0,599,73,594,119,1498,432
136,4861,980844120,5289,0,110,36,3112000000.0,2.0,70.3,126,44.2674253200569,521,110,594,229,53,520
137,4861,980844120,9696,0,110,36,2888000000.0,2.0,59.0,126,48.94915254237288,521,110,594,229,53,520
138,4861,980844120,566,0,110,36,2600000000.0,2.0,59.0,126,44.067796610169495,521,110,594,229,53,520
139,4861,980844120,5094,0,110,36,3445900000.0,2.0,67.0,126,51.43134328358209,376,110,594,229,53,520
142,4861,980844120,5865,0,110,36,2500000000.0,2.0,55.0,126,45.45454545454545,521,110,594,229,53,520
144,4861,980844120,1989,0,110,36,3100000000.0,2.0,69.0,126,44.927536231884055,521,110,594,229,53,520
145,4861,980844120,2730,0,110,36,3126000000.0,2.0,69.0,126,45.30434782608695,376,110,594,229,53,520
146,4861,980844120,5552,0,110,36,2550000000.0,2.0,59.0,126,43.22033898305085,376,110,594,229,53,520
148,4861,980844120,5184,0,110,36,2600000000.0,2.0,59.0,126,44.067796610169495,376,110,594,229,53,520
152,4861,980844120,1861,0,110,36,3900000000.0,2.0,77.0,126,50.64935064935065,521,110,594,229,53,520
157,4881,926041972,5944,0,70,41,750000000.0,2.0,50.0,95,15.0,365,70,594,217,1971,185
158,4881,926041972,6042,0,70,41,750000000.0,2.0,50.0,95,15.0,365,70,594,217,1971,185
159,4881,926041972,2621,0,70,41,750000000.0,2.0,50.0,95,15.0,365,70,594,217,1971,185
160,4881,926041972,10504,0,70,41,1500000000.0,2.0,60.0,95,25.0,305,70,594,217,1971,185
162,4881,926041972,2733,0,70,41,750000000.0,2.0,50.0,95,15.0,365,70,594,217,1971,185
163,4881,926041972,2679,0,70,41,750000000.0,2.0,50.0,95,15.0,365,70,594,217,1971,185
164,4881,926041972,5401,0,70,41,750000000.0,2.0,60.0,95,12.5,305,70,594,217,1971,185
165,4881,926041972,7936,0,70,41,750000000.0,2.0,47.0,95,15.95744680851064,305,70,594,217,1971,185
167,4881,926041972,2728,0,70,41,1530000000.0,2.0,59.5998,95,25.67122708465465,305,70,594,217,1971,185
168,4881,926041972,9236,0,70,41,280000000.0,2.0,56.0,95,5.0,365,70,594,217,1971,185
169,4881,926041972,6689,0,70,41,1200000000.0,2.0,56.0,95,21.428571428571427,365,70,594,217,1971,185
170,4881,926041972,7694,0,70,41,850000000.0,2.0,60.0,95,14.166666666666666,305,70,594,217,1971,185
171,4881,926041972,9091,0,70,41,730000000.0,2.0,47.0,95,15.53191489361702,305,70,594,217,1971,185
172,4881,926041972,5132,0,70,41,250000000.0,2.0,45.0,95,5.555555555555555,305,70,594,217,1971,185
174,4881,926041972,9091,0,70,41,730000000.0,2.0,50.0,95,14.6,305,70,594,217,1971,185
176,4881,926041972,3006,0,70,41,1250000000.0,2.0,58.0,95,21.55172413793104,305,70,594,217,1971,185
178,4881,926041972,9905,0,70,41,280000000.0,2.0,60.0,95,4.666666666666667,1027,70,594,217,1971,185
179,4881,926041972,2106,0,70,41,750000000.0,2.0,60.0,95,12.5,305,70,594,217,1971,185
180,4881,926041972,3916,0,70,41,950000000.0,2.0,60.0,95,15.833333333333334,305,70,594,217,1971,185
181,4881,926041972,6395,0,70,41,810000000.0,2.0,56.0,95,14.464285714285714,365,70,594,217,1971,185
183,4881,926041972,6554,0,70,41,1250000000.0,2.0,57.0,95,21.92982456140351,305,70,594,217,1971,185
184,4881,926041972,6913,2,70,41,1990000000.0,2.2908415841584158,54.0,95,36.851851851851855,305,70,594,217,1971,185
185,4881,926041972,9004,0,70,41,1180000000.0,2.0,56.0,95,21.071428571428573,305,70,594,217,1971,185
186,4881,926041972,7423,0,70,41,960000000.0,2.0,57.0,95,16.842105263157894,365,70,594,217,1971,185
188,4881,926041972,5493,0,70,41,1200000000.0,2.0,58.0,95,20.689655172413797,305,70,594,217,1971,185
189,4881,926041972,4810,0,70,41,450000000.0,2.0,59.2,95,7.601351351351351,305,70,594,217,1971,185
192,4876,360928569,5844,0,109,2,2030000000.0,2.0,70.0,174,29.0,545,109,594,149,1968,175
193,4876,360928569,9025,0,109,2,2000000000.0,2.0,70.0,174,28.571428571428573,546,109,594,149,1968,175
194,4876,360928569,142,0,109,2,200000000.0,2.0,70.0,174,2.857142857142857,545,109,594,149,1968,175
195,4876,360928569,9024,0,109,2,2076853000.0,2.0,69.7098,174,29.79284117871519,545,109,594,149,1968,175
196,4876,360928569,8840,0,109,2,1950000000.0,2.0,70.0,174,27.857142857142858,545,109,594,149,1968,175
197,4876,360928569,144,0,109,2,200000000.0,2.0,67.0,174,2.985074626865672,545,109,594,149,1968,175
198,4876,360928569,141,0,109,2,200000000.0,2.0,70.0,174,2.857142857142857,545,109,594,149,1968,175
199,4876,360928569,8376,0,109,2,2069000000.0,2.0,69.7098,174,29.680188438354435,545,109,594,149,1968,175
200,4876,360928569,9103,0,109,2,220000000.0,2.0,70.0,174,3.142857142857143,545,109,594,149,1968,175
201,4876,360928569,153,0,109,2,2050000000.0,2.0,70.0,174,29.285714285714285,545,109,594,149,1968,175
202,4876,360928569,9092,0,109,2,2100000000.0,2.0,70.0,174,30.0,545,109,594,149,1968,175
203,4876,360928569,214,0,109,2,400000000.0,2.0,70.0,174,5.714285714285714,545,109,594,149,1968,175
204,4876,360928569,4779,0,109,2,400000000.0,2.0,70.0,174,5.714285714285714,545,109,594,149,1968,175
206,4876,360928569,191,0,109,2,300000000.0,2.0,46.0,174,6.521739130434782,545,109,594,149,1968,175
208,4876,360928569,9093,0,109,2,2100000000.0,2.0,70.0,174,30.0,545,109,594,149,1968,175
209,4876,360928569,140,0,109,2,200000000.0,2.0,70.0,174,2.857142857142857,545,109,594,149,1968,175
211,4876,360928569,143,0,109,2,2050000000.0,2.0,70.0,174,29.285714285714285,545,109,594,149,1968,175
212,4876,360928569,6025,0,109,2,200000000.0,2.0,70.0,174,2.857142857142857,545,109,594,149,1968,175
213,4876,360928569,5878,0,109,2,200000000.0,2.0,70.0,174,2.857142857142857,545,109,594,149,1968,175
215,4876,360928569,139,0,109,2,200000000.0,2.0,70.0,174,2.857142857142857,545,109,594,149,1968,175
216,4876,360928569,5059,0,109,2,1366000000.0,2.0,46.0,174,29.695652173913043,545,109,594,149,1968,175
219,4876,360928569,5332,0,109,2,1650000000.0,2.0,53.0,174,31.132075471698112,545,109,594,149,1968,175
221,4876,360928569,7158,0,109,2,635000000.0,2.0,67.0,174,9.477611940298509,545,109,594,149,1968,175
224,4891,1905306654,5907,0,91,2,1800000000.0,2.0,62.0,258,29.032258064516128,914,91,594,198,1975,364
225,4891,1905306654,6002,0,91,2,560000000.0,2.0,62.0,258,9.03225806451613,913,91,594,198,1975,364
231,4891,1905306654,7686,0,91,2,580000000.0,2.0,62.0,258,9.35483870967742,913,91,594,198,1975,364
234,4891,1905306654,149,0,91,2,1600000000.0,2.0,62.0,258,25.806451612903224,913,91,594,198,1975,364
238,4886,1356970691,1800,3,124,20,5500000000.0,2.2908415841584158,100.0,194,55.0,919,124,594,56,1974,530
239,4855,1651557106,4499,0,110,36,3700000000.0,2.0,73.0,130,50.68493150684932,764,110,594,229,191,562
241,4855,1651557106,5126,0,110,36,2900000000.0,2.0,70.0,130,41.42857142857143,764,110,594,229,191,562
242,4855,1651557106,6934,0,110,36,2529000000.0,2.0,65.4,130,38.6697247706422,764,110,594,229,191,562
243,4855,1651557106,8448,0,110,36,2939000000.0,2.0,65.0,130,45.215384615384615,764,110,594,229,191,562
244,4855,1651557106,5558,0,110,36,2600000000.0,2.0,64.0,130,40.625,764,110,594,229,191,562
245,4855,1651557106,4340,0,110,36,2600000000.0,2.0,64.0,130,40.625,1138,110,594,229,191,562
246,4855,1651557106,7320,0,110,36,2900000000.0,2.0,63.0,130,46.03174603174603,764,110,594,229,191,562
249,4855,1651557106,5189,0,110,36,2678000000.0,2.0,63.4,130,42.2397476340694,764,110,594,229,191,562
250,4855,1651557106,2460,0,110,36,2608000000.0,2.0,63.0,130,41.3968253968254,1138,110,594,229,191,562
254,4855,1651557106,5368,0,110,36,2900000000.0,2.0,65.0,130,44.61538461538461,764,110,594,229,191,562
257,4855,1651557106,7051,0,110,36,2350000000.0,2.0,64.0,130,36.71875,764,110,594,229,191,562
259,4855,1651557106,5312,0,110,36,3000000000.0,2.0,63.0,130,47.61904761904762,764,110,594,229,191,562
260,4855,1651557106,2320,0,110,36,2700000000.0,2.0,64.0,130,42.1875,764,110,594,229,191,562
261,4855,1651557106,2098,0,110,36,2720000000.0,2.0,63.0,130,43.17460317460318,764,110,594,229,191,562
262,4855,1651557106,5141,0,110,36,3000000000.0,2.0,63.5,130,47.24409448818898,764,110,594,229,191,562
263,4855,1651557106,76,0,110,36,2999999999.0,2.0,65.0,130,46.15384613846154,764,110,594,229,191,562
264,4855,1651557106,6613,0,110,36,2900000000.0,2.0,73.4,130,39.50953678474114,1138,110,594,229,191,562
265,4855,1651557106,8976,0,110,36,3000000000.0,2.0,65.0,130,46.15384615384615,1138,110,594,229,191,562
267,4855,1651557106,4700,0,110,36,3700000000.0,2.0,73.0,130,50.68493150684932,764,110,594,229,191,562
268,4855,1651557106,75,0,110,36,3000000001.0,2.0,65.0,130,46.15384616923077,764,110,594,229,191,562
269,4855,1651557106,9338,0,110,36,2900000000.0,2.0,65.0,130,44.61538461538461,764,110,594,229,191,562
270,4855,1651557106,4787,0,110,36,2999999999.0,2.0,63.0,130,47.61904760317461,764,110,594,229,191,562
271,4855,1651557106,9847,0,110,36,2590000000.0,2.0,65.0,130,39.84615384615385,764,110,594,229,191,562
272,4879,1099314026,5877,0,118,1,3200000000.0,2.0,72.1399,150,44.35825389278333,939,118,594,148,1970,262
273,4879,1099314026,5980,0,118,1,2700000000.0,2.0,82.0,150,32.926829268292686,939,118,594,148,1970,262
274,4879,1099314026,9319,0,118,1,3100000000.0,2.0,75.94,150,40.82170134316566,939,118,594,148,1970,262
275,4879,1099314026,8079,0,118,1,3500000000.0,2.0,77.0,150,45.45454545454545,939,118,594,148,1970,262
286,4854,724236515,6931,0,59,36,3600000000.0,2.0,67.0,32,53.73134328358209,169,59,594,229,369,343
289,4854,724236515,2750,0,59,36,2300000000.0,2.0,60.0,32,38.333333333333336,169,59,594,229,369,343
290,4854,724236515,1393,0,59,36,3760000000.0,2.0,68.0,32,55.294117647058826,169,59,594,229,369,343
297,4877,1290379080,5657,0,98,16,2400000000.0,2.0,75.0,184,32.0,363,98,594,202,951,92
298,4766,1887962059,5248,0,110,36,2900000000.0,2.0,50.0,80,58.0,128,110,24,170,594,496
301,4766,1887962059,6754,0,110,36,3850000000.0,2.0,65.0,80,59.23076923076923,128,110,24,170,594,496
305,4882,1838715527,6004,0,110,36,1550000000.0,2.0,62.0,215,25.0,848,110,594,149,1972,475
306,4882,1838715527,5804,0,110,36,1500000000.0,2.0,68.0,215,22.058823529411764,848,110,594,149,1972,475
307,4882,1838715527,5343,0,110,36,1700000000.0,2.0,68.0,215,25.0,848,110,594,149,1972,475
309,4882,1838715527,6003,0,110,36,1700000000.0,2.0,68.0,215,25.0,848,110,594,149,1972,475
312,4882,1838715527,5563,0,110,36,1600000000.0,2.0,62.0,215,25.806451612903224,848,110,594,149,1972,475
313,4882,1838715527,6004,0,110,36,1700000000.0,2.0,68.0,215,25.0,848,110,594,149,1972,475
314,4882,1838715527,9997,0,110,36,1471000000.0,2.0,60.0,215,24.516666666666666,1172,110,594,149,1972,475
315,4882,1838715527,4134,0,110,36,1550000000.0,2.0,62.0,215,25.0,848,110,594,149,1972,475
316,4882,1838715527,5842,0,110,36,1550000000.0,2.0,62.0,215,25.0,848,110,594,149,1972,475
318,4882,1838715527,5805,0,110,36,1700000000.0,2.0,68.0,215,25.0,848,110,594,149,1972,475
320,4882,1838715527,1714,0,110,36,1000000000.0,2.0,38.0,215,26.31578947368421,848,110,594,149,1972,475
321,4882,1838715527,3365,0,110,36,1677000000.0,2.0,62.0,215,27.048387096774192,848,110,594,149,1972,475
323,4882,1838715527,3353,0,110,36,1500000000.0,2.0,68.0,215,22.058823529411764,848,110,594,149,1972,475
324,4882,1838715527,5113,0,110,36,1841000000.0,2.0,68.0,215,27.073529411764707,848,110,594,149,1972,475
325,4882,1838715527,5241,0,110,36,1678672000.0,2.0,62.0,215,27.07535483870968,848,110,594,149,1972,475
326,4882,1838715527,5569,0,110,36,1500000000.0,2.0,59.0,215,25.42372881355932,1172,110,594,149,1972,475
327,4882,1838715527,8379,0,110,36,625000000.0,2.0,74.0,215,8.445945945945946,848,110,594,149,1972,475
328,4785,938345172,10446,0,110,36,4400000000.0,2.0,80.0,199,55.0,226,110,119,229,1112,115
329,4785,938345172,5551,0,110,36,3800000000.0,2.0,81.0,199,46.91358024691358,226,110,119,229,1112,115
333,4736,963499509,7198,0,91,2,2099000000.0,2.0,63.0,296,33.31746031746032,742,91,502,229,1945,235
334,4736,963499509,7805,0,91,2,1950000000.0,2.0,63.0,296,30.952380952380956,742,91,502,229,1945,235
335,4736,963499509,9804,0,91,2,1300000000.0,2.0,69.0,296,18.84057971014493,742,91,502,229,1945,235
336,4736,963499509,5968,0,91,2,2500000000.0,2.0,62.2999,296,40.12847532660566,742,91,502,229,1945,235
337,4763,1165338014,5325,0,55,36,2400000000.0,2.0,54.0,5,44.44444444444444,217,55,329,41,1954,538
338,4732,1443179977,2344,0,91,2,1600000000.0,2.0,51.0,296,31.37254901960784,742,91,343,185,1290,86
340,4732,1443179977,5018,0,91,2,1500000000.0,2.0,51.0,296,29.41176470588235,742,91,343,185,1290,86
341,4732,1443179977,8219,0,91,2,1500000000.0,2.0,52.0,296,28.846153846153847,742,91,343,185,1290,86
343,4732,1443179977,2343,0,91,2,1600000000.0,2.0,51.0,296,31.37254901960784,742,91,343,185,1290,86
344,4732,1443179977,8115,0,91,2,1500000000.0,2.0,52.0,296,28.846153846153847,742,91,343,185,1290,86
345,4732,1443179977,5474,0,91,2,1920000000.0,2.0,51.0,296,37.64705882352941,742,91,343,185,1290,86
346,4732,1443179977,8101,0,91,2,1600000000.0,2.0,54.0,296,29.62962962962963,742,91,343,185,1290,86
348,4732,1443179977,6077,0,91,2,1550000000.0,2.0,53.0,296,29.245283018867923,742,91,343,185,1290,86
352,4732,1443179977,2346,0,91,2,1600000000.0,2.0,52.0,296,30.76923076923077,742,91,343,185,1290,86
353,4732,1443179977,8042,0,91,2,1605000000.0,2.0,52.0,296,30.865384615384617,742,91,343,185,1290,86
354,4732,1443179977,5946,0,91,2,2000000000.0,2.0,57.0,296,35.08771929824562,742,91,343,185,1290,86
355,4732,1443179977,5682,0,91,2,1660000000.0,2.0,51.0,296,32.549019607843135,742,91,343,185,1290,86
356,4732,1443179977,7086,0,91,2,1660000000.0,2.0,55.0,296,30.181818181818183,742,91,343,185,1290,86
358,4732,1443179977,8028,0,91,2,1550000000.0,2.0,54.0,296,28.703703703703702,742,91,343,185,1290,86
359,4732,1443179977,9197,0,91,2,1660000000.0,2.0,51.0,296,32.549019607843135,447,91,343,185,1290,86
360,4732,1443179977,4038,0,91,2,1500000000.0,2.0,52.0,296,28.846153846153847,742,91,343,185,1290,86
361,4732,1443179977,9425,0,91,2,1530000000.0,2.0,58.0,296,26.379310344827587,742,91,343,185,1290,86
362,4732,1443179977,9196,0,91,2,1580000000.0,2.0,47.0,296,33.61702127659574,742,91,343,185,1290,86
364,4732,1443179977,406,0,91,2,1770000000.0,2.0,56.0,296,31.607142857142858,742,91,343,185,1290,86
365,4732,1443179977,4262,0,91,2,1720000000.0,2.0,56.0,296,30.714285714285715,742,91,343,185,1290,86
366,4732,1443179977,495,0,91,2,1500000000.0,2.0,53.0,296,28.30188679245283,742,91,343,185,1290,86
368,4732,1443179977,2345,0,91,2,1700000000.0,2.0,57.0,296,29.82456140350877,742,91,343,185,1290,86
369,4732,1443179977,4697,0,91,2,1390000000.0,2.0,44.0,296,31.59090909090909,742,91,343,185,1290,86
370,4732,1443179977,4136,0,91,2,1800000000.0,2.0,53.0,296,33.9622641509434,742,91,343,185,1290,86
371,4732,1443179977,4374,0,91,2,1700000000.0,2.0,47.0,296,36.17021276595744,742,91,343,185,1290,86
380,4786,1848921319,1819,0,37,13,2580000000.0,2.0,70.0,353,36.85714285714285,880,37,111,229,53,520
442,4890,994730511,3536,0,73,41,1600000000.0,2.0,68.0,84,23.529411764705884,848,73,594,202,18,282
443,4890,994730511,4200,0,73,41,1920000000.0,2.0,72.0,84,26.666666666666668,848,73,594,202,18,282
444,4890,994730511,9315,0,73,41,1590000000.0,2.0,56.0,84,28.392857142857142,848,73,594,202,18,282
445,4890,994730511,4114,0,73,41,1490000000.0,2.0,70.0,84,21.285714285714285,848,73,594,202,18,282
446,4890,994730511,2207,0,73,41,1900000000.0,2.0,72.0,84,26.38888888888889,848,73,594,202,18,282
447,4890,994730511,2410,0,73,41,1580000000.0,2.0,56.0,84,28.214285714285715,848,73,594,202,18,282
448,4890,994730511,2046,0,73,41,1600000000.0,2.0,68.0,84,23.529411764705884,848,73,594,202,18,282
449,4890,994730511,1992,0,73,41,1640000000.0,2.0,69.0,84,23.768115942028984,848,73,594,202,18,282
450,4890,994730511,10494,0,73,41,2050000000.0,2.0,66.0,84,31.060606060606062,848,73,594,202,18,282
451,4890,994730511,4198,0,73,41,1720000000.0,2.0,70.0,84,24.571428571428573,848,73,594,202,18,282
452,4890,994730511,4962,0,73,41,2150000000.0,2.0,56.0,84,38.392857142857146,848,73,594,202,18,282
453,4890,994730511,6038,0,73,41,1900000000.0,2.0,68.0,84,27.94117647058824,848,73,594,202,18,282
454,4890,994730511,5334,0,73,41,2150000000.0,2.0,68.0,84,31.61764705882353,848,73,594,202,18,282
455,4890,994730511,1994,0,73,41,1650000000.0,2.0,69.0,84,23.91304347826087,848,73,594,202,18,282
456,4890,994730511,8651,0,73,41,1600000000.0,2.0,69.0,84,23.18840579710145,848,73,594,202,18,282
457,4890,994730511,5039,0,73,41,1600000000.0,2.0,56.0,84,28.571428571428573,1176,73,594,202,18,282
458,4890,994730511,2411,0,73,41,2100000000.0,2.0,72.1998,84,29.08595314668462,848,73,594,202,18,282
459,4890,994730511,81,0,73,41,1560000000.0,2.0,56.0,84,27.857142857142858,848,73,594,202,18,282
460,4890,994730511,10387,0,73,41,2150000000.0,2.0,73.0,84,29.45205479452055,848,73,594,202,18,282
461,4890,994730511,8678,0,73,41,2000000000.0,2.0,68.5998,84,29.15460394928265,848,73,594,202,18,282
462,4890,994730511,5529,0,73,41,1820000000.0,2.0,70.0,84,26.0,848,73,594,202,18,282
463,4890,994730511,8983,0,73,41,1827000000.0,2.0,70.0,84,26.1,848,73,594,202,18,282
464,4890,994730511,29,0,73,41,1827000000.0,2.0,70.0,84,26.1,848,73,594,202,18,282
465,4890,994730511,5530,0,73,41,1590000000.0,2.0,56.0,84,28.392857142857142,848,73,594,202,18,282
466,4890,994730511,5041,0,73,41,1600000000.0,2.0,56.0,84,28.571428571428573,1176,73,594,202,18,282
467,4890,994730511,9467,0,73,41,1850000000.0,2.0,68.0,84,27.205882352941178,848,73,594,202,18,282
468,4890,994730511,5734,0,73,41,1950000000.0,2.0,73.5,84,26.53061224489796,848,73,594,202,18,282
469,4731,532603838,9664,0,107,2,1700000000.0,2.0,60.0,206,28.33333333333333,1129,107,10,229,891,467
