projectid,project_oid,subject,category_name,area_name,region_name,price,rooms,size,ward_name,price_million_per_m2,street_name,area_v2,facilities_key,surrounding_key,investor_id,investor_name
4883,619633814,2266,0,91,2,1800000000.0,2.0,55.0,25,32.72727272727273,648,91,594,149,1973,416
4883,619633814,8609,0,91,2,2800000000.0,2.0,58.0,25,48.27586206896552,648,91,594,149,1973,416
4888,1167970029,10021,3,73,41,2500000000.0,,75.0,144,33.333333333333336,1192,73,594,119,1498,432
4888,1167970029,8632,0,73,41,2200000000.0,2.0,55.0,144,40.0,783,73,594,119,1498,432
4888,1167970029,8903,0,73,41,7000000000.0,7.0,60.0,144,116.66666666666669,783,73,594,119,1498,432
4888,1167970029,5789,0,73,41,2400000000.0,2.0,55.0,144,43.63636363636363,783,73,594,119,1498,432
4888,1167970029,33,0,73,41,2500000000.0,2.0,55.0,144,45.45454545454545,783,73,594,119,1498,432
4888,1167970029,8854,2,73,41,17000000000.0,,100.0,144,170.0,783,73,594,119,1498,432
4888,1167970029,177,0,73,41,2600000000.0,2.0,55.0,144,47.27272727272727,783,73,594,119,1498,432
4888,1167970029,3850,1,73,41,8500000000.0,4.0,100.0,144,85.0,783,73,594,119,1498,432
4888,1167970029,4803,0,73,41,2100000000.0,1.0,50.0,144,42.0,245,73,594,119,1498,432
4888,1167970029,9249,0,73,41,1900000000.0,2.0,50.0,144,38.0,783,73,594,119,1498,432
4888,1167970029,148,0,73,41,2200000000.0,2.0,55.0,144,40.0,783,73,594,119,1498,432
4888,1167970029,7295,0,73,41,750000000.0,2.0,55.0,144,13.636363636363637,599,73,594,119,1498,432
4888,1167970029,6028,0,73,41,1900000000.0,2.0,72.0,144,26.38888888888889,783,73,594,119,1498,432
4888,1167970029,2696,0,73,41,9161652930.0,3.0,99.5999,144,91.98455952265012,599,73,594,119,1498,432
4888,1167970029,217,0,73,41,800000000.0,2.0,53.0,144,15.09433962264151,234,73,594,119,1498,432
4888,1167970029,4130,0,73,41,999000000.0,2.0,60.0,144,16.65,599,73,594,119,1498,432
4888,1167970029,4894,1,73,41,17500000000.0,7.0,100.0,144,175.0,599,73,594,119,1498,432
4888,1167970029,8901,0,73,41,2200000000.0,1.0,40.0,144,55.0,783,73,594,119,1498,432
4888,1167970029,4757,0,73,41,1900000000.0,2.0,50.0,144,38.0,783,73,594,119,1498,432
4888,1167970029,8853,1,73,41,17000000000.0,11.0,100.0,144,170.0,783,73,594,119,1498,432
4888,1167970029,5989,0,73,41,1350000000.0,1.0,50.0,144,27.0,1141,73,594,119,1498,432
4888,1167970029,7457,0,73,41,2200000000.0,2.0,55.0,144,40.0,783,73,594,119,1498,432
4888,1167970029,8887,0,73,41,1700000000.0,2.0,52.0,144,32.69230769230769,783,73,594,119,1498,432
4888,1167970029,8887,0,73,41,1900000000.0,2.0,50.0,144,38.0,783,73,594,119,1498,432
4888,1167970029,8072,0,73,41,9990000000.0,11.0,96.0,144,104.0625,783,73,594,119,1498,432
4888,1167970029,5045,0,73,41,850000000.0,1.0,35.0,144,24.285714285714285,783,73,594,119,1498,432
4888,1167970029,3009,0,73,41,1450000000.0,1.0,29.0,144,50.0,599,73,594,119,1498,432
4888,1167970029,8815,0,73,41,850000000.0,2.0,50.0,144,17.0,599,73,594,119,1498,432
4888,1167970029,8902,0,73,41,3800000000.0,2.0,83.1998,144,45.67318671439114,783,73,594,119,1498,432
4888,1167970029,4813,0,73,41,3300000000.0,2.0,60.0,144,55.0,783,73,594,119,1498,432
4888,1167970029,5828,0,73,41,2100000000.0,2.0,50.0,144,42.0,245,73,594,119,1498,432
4888,1167970029,8068,0,73,41,2900000000.0,2.0,50.0,144,58.0,783,73,594,119,1498,432
4888,1167970029,8916,1,73,41,17900000000.0,11.0,100.0,144,179.0,783,73,594,119,1498,432
4888,1167970029,454,0,73,41,50000000.0,2.0,68.0,144,0.7352941176470589,783,73,594,119,1498,432
4888,1167970029,5329,0,73,41,18000000000.0,4.0,244.0,144,73.77049180327869,1080,73,594,119,1498,432
4888,1167970029,8087,0,73,41,5555555000.0,3.0,51.0,144,108.93245098039216,783,73,594,119,1498,432
4888,1167970029,4967,0,73,41,3500000000.0,2.0,49.0,144,71.42857142857143,783,73,594,119,1498,432
4888,1167970029,8904,0,73,41,1900000000.0,2.0,52.0,144,36.53846153846154,783,73,594,119,1498,432
4888,1167970029,10195,0,73,41,2450000000.0,1.0,39.7999,144,61.55794361292365,783,73,594,119,1498,432
4888,1167970029,5825,0,73,41,6400000000.0,2.0,100.0,144,64.0,783,73,594,119,1498,432
4888,1167970029,8982,0,73,41,2400000000.0,2.0,50.0,144,48.0,783,73,594,119,1498,432
4888,1167970029,9026,0,73,41,1700000000.0,2.0,52.0,144,32.69230769230769,783,73,594,119,1498,432
4888,1167970029,8984,0,73,41,1900000000.0,2.0,52.0,144,36.53846153846154,783,73,594,119,1498,432
4888,1167970029,10202,0,73,41,870000000.0,2.0,52.0,144,16.73076923076923,783,73,594,119,1498,432
4888,1167970029,4716,0,73,41,1700000000.0,2.0,52.0,144,32.69230769230769,783,73,594,119,1498,432
4888,1167970029,5042,0,73,41,590000000.0,2.0,52.0,144,11.346153846153848,783,73,594,119,1498,432
4888,1167970029,10405,0,73,41,870000000.0,2.0,52.0,144,16.73076923076923,783,73,594,119,1498,432
4888,1167970029,4082,0,73,41,2400000000.0,2.0,50.0998,144,47.90438285182775,599,73,594,119,1498,432
4888,1167970029,5910,0,73,41,1700000000.0,2.0,52.0,144,32.69230769230769,783,73,594,119,1498,432
4888,1167970029,6027,0,73,41,1700000000.0,2.0,50.0,144,34.0,783,73,594,119,1498,432
4888,1167970029,8814,0,73,41,2700000000.0,2.0,50.0,144,54.0,783,73,594,119,1498,432
4888,1167970029,8677,0,73,41,750000000000.0,2.0,50.0,144,15000.0,783,73,594,119,1498,432
4888,1167970029,8081,0,73,41,889000000.0,2.0,54.0,144,16.462962962962962,599,73,594,119,1498,432
4888,1167970029,381,0,73,41,1900000000.0,2.0,50.0,144,38.0,783,73,594,119,1498,432
4888,1167970029,8996,0,73,41,2100000000.0,2.0,54.0,144,38.888888888888886,783,73,594,119,1498,432
4888,1167970029,6014,0,73,41,2100000000.0,2.0,50.0,144,42.0,783,73,594,119,1498,432
4888,1167970029,5535,0,73,41,2700000000.0,2.0,50.0,144,54.0,783,73,594,119,1498,432
4888,1167970029,8499,3,73,41,2600000000.0,,85.0,144,30.58823529411765,660,73,594,119,1498,432
4888,1167970029,5855,0,73,41,3500000000.0,2.0,50.0,144,70.0,783,73,594,119,1498,432
4888,1167970029,9341,0,73,41,2700000000.0,2.0,50.0,144,54.0,783,73,594,119,1498,432
4888,1167970029,10341,0,73,41,999000000.0,1.0,50.0,144,19.98,783,73,594,119,1498,432
4888,1167970029,59,0,73,41,2500000000.0,1.0,35.0,144,71.42857142857143,783,73,594,119,1498,432
4888,1167970029,8946,0,73,41,9000000000.0,3.0,99.0,144,90.9090909090909,783,73,594,119,1498,432
4888,1167970029,5857,0,73,41,4200000000.0,2.0,50.0,144,84.0,783,73,594,119,1498,432
4888,1167970029,5348,0,73,41,3600000000.0,2.0,50.0,144,72.0,783,73,594,119,1498,432
4888,1167970029,10361,0,73,41,780000000.0,1.0,50.0,144,15.6,783,73,594,119,1498,432
4888,1167970029,10499,0,73,41,3300000000.0,2.0,50.0,144,66.0,599,73,594,119,1498,432
4888,1167970029,10536,0,73,41,4100000000.0,2.0,50.0,144,82.0,599,73,594,119,1498,432
4888,1167970029,8816,0,73,41,900000000.0,1.0,50.0,144,18.0,599,73,594,119,1498,432
4888,1167970029,10418,0,73,41,3465000000.0,2.0,50.0,144,69.3,599,73,594,119,1498,432
4888,1167970029,5165,0,73,41,2745000000.0,2.0,50.0,144,54.9,599,73,594,119,1498,432
4888,1167970029,5858,0,73,41,4100000000.0,2.0,50.0,144,82.0,599,73,594,119,1498,432
4888,1167970029,5859,0,73,41,3100000000.0,2.0,50.0,144,62.0,599,73,594,119,1498,432
4888,1167970029,5284,0,73,41,1200000000.0,2.0,50.0,144,24.0,599,73,594,119,1498,432
4888,1167970029,4800,0,73,41,960000000.0,1.0,50.0,144,19.2,599,73,594,119,1498,432
4873,1770059532,6919,3,110,36,10000000000.0,,73.5,128,136.05442176870747,586,110,594,115,1949,375
4861,980844120,5887,0,110,36,2300000000.0,1.0,51.0,126,45.09803921568628,521,110,594,229,53,520
4861,980844120,5289,0,110,36,3112000000.0,2.0,70.3,126,44.2674253200569,521,110,594,229,53,520
4861,980844120,9696,0,110,36,2888000000.0,2.0,59.0,126,48.94915254237288,521,110,594,229,53,520
4861,980844120,566,0,110,36,2600000000.0,2.0,59.0,126,44.067796610169495,521,110,594,229,53,520
4861,980844120,5094,0,110,36,3445900000.0,2.0,67.0,126,51.43134328358209,376,110,594,229,53,520
4861,980844120,8008,0,110,36,2500000000.0,1.0,54.0,126,46.2962962962963,521,110,594,229,53,520
4861,980844120,581,0,110,36,3463000000.0,3.0,70.0,126,49.47142857142857,521,110,594,229,53,520
4861,980844120,5865,0,110,36,2500000000.0,2.0,55.0,126,45.45454545454545,521,110,594,229,53,520
4861,980844120,9697,0,110,36,2849000000.0,1.0,46.0,126,61.93478260869565,521,110,594,229,53,520
4861,980844120,1989,0,110,36,3100000000.0,2.0,69.0,126,44.927536231884055,521,110,594,229,53,520
4861,980844120,2730,0,110,36,3126000000.0,2.0,69.0,126,45.30434782608695,376,110,594,229,53,520
4861,980844120,5552,0,110,36,2550000000.0,2.0,59.0,126,43.22033898305085,376,110,594,229,53,520
4861,980844120,746,0,110,36,2300000000.0,1.0,50.0,126,46.0,521,110,594,229,53,520
4861,980844120,5184,0,110,36,2600000000.0,2.0,59.0,126,44.067796610169495,376,110,594,229,53,520
4861,980844120,3530,0,110,36,1700000000.0,1.0,30.0,126,56.66666666666666,521,110,594,229,53,520
4861,980844120,5914,0,110,36,6900000000.0,2.0,54.0,126,127.77777777777776,521,110,594,229,53,520
4861,980844120,6915,0,110,36,2600000000.0,1.0,37.0,126,70.27027027027027,521,110,594,229,53,520
4861,980844120,1861,0,110,36,3900000000.0,2.0,77.0,126,50.64935064935065,521,110,594,229,53,520
4859,1155131966,8246,1,123,1,4000000000.0,4.0,35.0,170,114.28571428571428,653,123,582,148,1962,125
4859,1155131966,9430,3,123,1,1800000000.0,,200000.0,170,0.009,653,123,582,148,1962,125
4851,2133334710,222,0,110,36,1979000000.0,1.0,37.0,234,53.48648648648648,410,110,594,229,457,201
4429,2064319752,7666,3,110,36,350000000.0,,500.0,36,0.7,1260,110,594,229,1105,624
4881,926041972,5944,0,70,41,750000000.0,2.0,50.0,95,15.0,365,70,594,217,1971,185
4881,926041972,6042,0,70,41,750000000.0,2.0,50.0,95,15.0,365,70,594,217,1971,185
4881,926041972,2621,0,70,41,750000000.0,2.0,50.0,95,15.0,365,70,594,217,1971,185
4881,926041972,10504,0,70,41,1500000000.0,2.0,60.0,95,25.0,305,70,594,217,1971,185
4881,926041972,9234,0,70,41,225000000.0,1.0,47.0,95,4.787234042553192,365,70,594,217,1971,185
4881,926041972,2733,0,70,41,750000000.0,2.0,50.0,95,15.0,365,70,594,217,1971,185
4881,926041972,2679,0,70,41,750000000.0,2.0,50.0,95,15.0,365,70,594,217,1971,185
4881,926041972,5401,0,70,41,750000000.0,2.0,60.0,95,12.5,305,70,594,217,1971,185
4881,926041972,7936,0,70,41,750000000.0,2.0,47.0,95,15.95744680851064,305,70,594,217,1971,185
4881,926041972,7702,0,70,41,250000000.0,1.0,47.0,95,5.319148936170213,442,70,594,217,1971,185
4881,926041972,2728,0,70,41,1530000000.0,2.0,59.5998,95,25.67122708465465,305,70,594,217,1971,185
4881,926041972,9236,0,70,41,280000000.0,2.0,56.0,95,5.0,365,70,594,217,1971,185
4881,926041972,6689,0,70,41,1200000000.0,2.0,56.0,95,21.428571428571427,365,70,594,217,1971,185
4881,926041972,7694,0,70,41,850000000.0,2.0,60.0,95,14.166666666666666,305,70,594,217,1971,185
4881,926041972,9091,0,70,41,730000000.0,2.0,47.0,95,15.53191489361702,305,70,594,217,1971,185
4881,926041972,5132,0,70,41,250000000.0,2.0,45.0,95,5.555555555555555,305,70,594,217,1971,185
4881,926041972,4811,0,70,41,125000000.0,2.0,70.0,95,1.7857142857142858,305,70,594,217,1971,185
4881,926041972,9091,0,70,41,730000000.0,2.0,50.0,95,14.6,305,70,594,217,1971,185
4881,926041972,1190,0,70,41,16000000.0,3.0,70.0,95,0.2285714285714285,305,70,594,217,1971,185
4881,926041972,3006,0,70,41,1250000000.0,2.0,58.0,95,21.55172413793104,305,70,594,217,1971,185
4881,926041972,7425,0,70,41,14300000.0,2.0,57.0,95,0.2508771929824561,365,70,594,217,1971,185
4881,926041972,9905,0,70,41,280000000.0,2.0,60.0,95,4.666666666666667,1027,70,594,217,1971,185
4881,926041972,2106,0,70,41,750000000.0,2.0,60.0,95,12.5,305,70,594,217,1971,185
4881,926041972,3916,0,70,41,950000000.0,2.0,60.0,95,15.833333333333334,305,70,594,217,1971,185
4881,926041972,6395,0,70,41,810000000.0,2.0,56.0,95,14.464285714285714,365,70,594,217,1971,185
4881,926041972,4359,0,70,41,1400000000.0,3.0,68.0,95,20.58823529411765,365,70,594,217,1971,185
4881,926041972,6554,0,70,41,1250000000.0,2.0,57.0,95,21.92982456140351,305,70,594,217,1971,185
4881,926041972,6913,2,70,41,1990000000.0,,54.0,95,36.851851851851855,305,70,594,217,1971,185
4881,926041972,9004,0,70,41,1180000000.0,2.0,56.0,95,21.071428571428573,305,70,594,217,1971,185
4881,926041972,7423,0,70,41,960000000.0,2.0,57.0,95,16.842105263157894,365,70,594,217,1971,185
4881,926041972,1457,0,70,41,1550000000.0,3.0,69.0,95,22.463768115942027,305,70,594,217,1971,185
4881,926041972,5493,0,70,41,1200000000.0,2.0,58.0,95,20.689655172413797,305,70,594,217,1971,185
4881,926041972,4810,0,70,41,450000000.0,2.0,59.2,95,7.601351351351351,305,70,594,217,1971,185
4881,926041972,7695,0,70,41,730000000.0,1.0,45.0,95,16.22222222222222,365,70,594,217,1971,185
4881,926041972,1606,0,70,41,780000000.0,1.0,40.0,95,19.5,365,70,594,217,1971,185
4876,360928569,5844,0,109,2,2030000000.0,2.0,70.0,174,29.0,545,109,594,149,1968,175
4876,360928569,9025,0,109,2,2000000000.0,2.0,70.0,174,28.571428571428573,546,109,594,149,1968,175
4876,360928569,142,0,109,2,200000000.0,2.0,70.0,174,2.857142857142857,545,109,594,149,1968,175
4876,360928569,9024,0,109,2,2076853000.0,2.0,69.7098,174,29.79284117871519,545,109,594,149,1968,175
4876,360928569,8840,0,109,2,1950000000.0,2.0,70.0,174,27.857142857142858,545,109,594,149,1968,175
4876,360928569,144,0,109,2,200000000.0,2.0,67.0,174,2.985074626865672,545,109,594,149,1968,175
4876,360928569,141,0,109,2,200000000.0,2.0,70.0,174,2.857142857142857,545,109,594,149,1968,175
4876,360928569,8376,0,109,2,2069000000.0,2.0,69.7098,174,29.680188438354435,545,109,594,149,1968,175
4876,360928569,9103,0,109,2,220000000.0,2.0,70.0,174,3.142857142857143,545,109,594,149,1968,175
4876,360928569,153,0,109,2,2050000000.0,2.0,70.0,174,29.285714285714285,545,109,594,149,1968,175
4876,360928569,9092,0,109,2,2100000000.0,2.0,70.0,174,30.0,545,109,594,149,1968,175
4876,360928569,214,0,109,2,400000000.0,2.0,70.0,174,5.714285714285714,545,109,594,149,1968,175
4876,360928569,4779,0,109,2,400000000.0,2.0,70.0,174,5.714285714285714,545,109,594,149,1968,175
4876,360928569,6023,0,109,2,2449000000.0,3.0,82.61,174,29.645321389662268,545,109,594,149,1968,175
4876,360928569,191,0,109,2,300000000.0,2.0,46.0,174,6.521739130434782,545,109,594,149,1968,175
4876,360928569,4593,0,109,2,1620000000.0,1.0,46.0,174,35.21739130434783,545,109,594,149,1968,175
4876,360928569,9093,0,109,2,2100000000.0,2.0,70.0,174,30.0,545,109,594,149,1968,175
4876,360928569,140,0,109,2,200000000.0,2.0,70.0,174,2.857142857142857,545,109,594,149,1968,175
4876,360928569,5613,0,109,2,1280000000.0,1.0,46.0,174,27.82608695652174,545,109,594,149,1968,175
4876,360928569,143,0,109,2,2050000000.0,2.0,70.0,174,29.285714285714285,545,109,594,149,1968,175
4876,360928569,6025,0,109,2,200000000.0,2.0,70.0,174,2.857142857142857,545,109,594,149,1968,175
4876,360928569,5878,0,109,2,200000000.0,2.0,70.0,174,2.857142857142857,545,109,594,149,1968,175
4876,360928569,558,0,109,2,1550000000.0,1.0,44.0,174,35.22727272727273,545,109,594,149,1968,175
4876,360928569,139,0,109,2,200000000.0,2.0,70.0,174,2.857142857142857,545,109,594,149,1968,175
4876,360928569,5059,0,109,2,1366000000.0,2.0,46.0,174,29.695652173913043,545,109,594,149,1968,175
4876,360928569,225,0,109,2,540000000.0,3.0,83.0,174,6.506024096385542,545,109,594,149,1968,175
4876,360928569,557,0,109,2,1550000000.0,1.0,46.0,174,33.69565217391305,545,109,594,149,1968,175
4876,360928569,5332,0,109,2,1650000000.0,2.0,53.0,174,31.132075471698112,545,109,594,149,1968,175
4876,360928569,5896,0,109,2,1280000000.0,1.0,44.0,174,29.09090909090909,545,109,594,149,1968,175
4876,360928569,7158,0,109,2,635000000.0,2.0,67.0,174,9.477611940298509,545,109,594,149,1968,175
4876,360928569,6946,0,109,2,1650000000.0,1.0,44.3199,174,37.22932587844287,545,109,594,149,1968,175
4891,1905306654,194,0,91,2,330000000.0,1.0,31.0,258,10.64516129032258,913,91,594,198,1975,364
4891,1905306654,5907,0,91,2,1800000000.0,2.0,62.0,258,29.032258064516128,914,91,594,198,1975,364
4891,1905306654,6002,0,91,2,560000000.0,2.0,62.0,258,9.03225806451613,913,91,594,198,1975,364
4891,1905306654,284,0,91,2,299000000.0,1.0,31.0,258,9.64516129032258,913,91,594,198,1975,364
4891,1905306654,192,0,91,2,300000000.0,1.0,31.0,258,9.67741935483871,913,91,594,198,1975,364
4891,1905306654,189,0,91,2,300000000.0,1.0,31.0,258,9.67741935483871,913,91,594,198,1975,364
4891,1905306654,212,0,91,2,300000000.0,1.0,31.0,258,9.67741935483871,913,91,594,198,1975,364
4891,1905306654,5586,0,91,2,337000000.0,1.0,31.0,258,10.870967741935484,913,91,594,198,1975,364
4891,1905306654,7686,0,91,2,580000000.0,2.0,62.0,258,9.35483870967742,913,91,594,198,1975,364
4891,1905306654,195,0,91,2,330000000.0,1.0,31.0,258,10.64516129032258,913,91,594,198,1975,364
4891,1905306654,8641,0,91,2,300000000.0,1.0,31.0,258,9.67741935483871,913,91,594,198,1975,364
4891,1905306654,149,0,91,2,1600000000.0,2.0,62.0,258,25.806451612903224,913,91,594,198,1975,364
4891,1905306654,8009,0,91,2,900000000.0,1.0,31.0,258,29.032258064516128,913,91,594,198,1975,364
4891,1905306654,9337,0,91,2,300000000.0,1.0,31.0,258,9.67741935483871,913,91,594,198,1975,364
4891,1905306654,190,0,91,2,300000000.0,1.0,31.0,258,9.67741935483871,913,91,594,198,1975,364
4886,1356970691,1800,3,124,20,5500000000.0,,100.0,194,55.0,919,124,594,56,1974,530
4855,1651557106,4499,0,110,36,3700000000.0,2.0,73.0,130,50.68493150684932,764,110,594,229,191,562
4855,1651557106,4498,0,110,36,3100000000.0,1.0,63.0,130,49.20634920634921,764,110,594,229,191,562
4855,1651557106,5126,0,110,36,2900000000.0,2.0,70.0,130,41.42857142857143,764,110,594,229,191,562
4855,1651557106,6934,0,110,36,2529000000.0,2.0,65.4,130,38.6697247706422,764,110,594,229,191,562
4855,1651557106,8448,0,110,36,2939000000.0,2.0,65.0,130,45.215384615384615,764,110,594,229,191,562
4855,1651557106,5558,0,110,36,2600000000.0,2.0,64.0,130,40.625,764,110,594,229,191,562
4855,1651557106,4340,0,110,36,2600000000.0,2.0,64.0,130,40.625,1138,110,594,229,191,562
4855,1651557106,7320,0,110,36,2900000000.0,2.0,63.0,130,46.03174603174603,764,110,594,229,191,562
4855,1651557106,5188,0,110,36,4381000000.0,3.0,100.0,130,43.81,764,110,594,229,191,562
4855,1651557106,6022,0,110,36,4300000000.0,3.0,100.0,130,43.0,764,110,594,229,191,562
4855,1651557106,5189,0,110,36,2678000000.0,2.0,63.4,130,42.2397476340694,764,110,594,229,191,562
4855,1651557106,2460,0,110,36,2608000000.0,2.0,63.0,130,41.3968253968254,1138,110,594,229,191,562
4855,1651557106,5768,0,110,36,2900000000.0,1.0,63.0,130,46.03174603174603,764,110,594,229,191,562
4855,1651557106,5769,0,110,36,4100000000.0,3.0,99.0,130,41.41414141414141,764,110,594,229,191,562
4855,1651557106,2068,0,110,36,4050000000.0,3.0,99.0,130,40.90909090909091,764,110,594,229,191,562
4855,1651557106,5368,0,110,36,2900000000.0,2.0,65.0,130,44.61538461538461,764,110,594,229,191,562
4855,1651557106,7051,0,110,36,2350000000.0,2.0,64.0,130,36.71875,764,110,594,229,191,562
4855,1651557106,8718,0,110,36,2720000000.0,1.0,63.4,130,42.90220820189275,764,110,594,229,191,562
4855,1651557106,5312,0,110,36,3000000000.0,2.0,63.0,130,47.61904761904762,764,110,594,229,191,562
4855,1651557106,2320,0,110,36,2700000000.0,2.0,64.0,130,42.1875,764,110,594,229,191,562
4855,1651557106,2098,0,110,36,2720000000.0,2.0,63.0,130,43.17460317460318,764,110,594,229,191,562
4855,1651557106,5141,0,110,36,3000000000.0,2.0,63.5,130,47.24409448818898,764,110,594,229,191,562
4855,1651557106,76,0,110,36,2999999999.0,2.0,65.0,130,46.15384613846154,764,110,594,229,191,562
