projectid,project_oid,subject,body,category,category_name,area,area_name,region,region_name,company_ad,price,rooms,size,ward,ward_name,price_million_per_m2,location,longitude,latitude,zero_deposit,street_name,area_v2,web_url,facilities_key,surrounding_key,investor_id,investor_name
4890,994730511,10143,9336,1010,0,17,73,3,41,True,2150000000.0,2.0,73.0,6892.0,82,29.45205479452055,1513,108.2525,15.9832,False,809,73,388,577,198,18,282
4890,994730511,8478,3613,1010,0,17,73,3,41,True,2000000000.0,2.0,68.5998,6892.0,82,29.15460394928265,1513,108.2525,15.9832,False,809,73,388,577,198,18,282
4890,994730511,5417,809,1010,0,17,73,3,41,False,1820000000.0,2.0,70.0,6892.0,82,26.0,1513,108.2525,15.9832,False,809,73,388,577,198,18,282
4890,994730511,8773,223,1010,0,17,73,3,41,False,1827000000.0,2.0,70.0,6892.0,82,26.1,1513,108.2525,15.9832,False,809,73,388,577,198,18,282
4890,994730511,28,9774,1010,0,17,73,3,41,False,1827000000.0,2.0,70.0,6892.0,82,26.1,1513,108.2525,15.9832,False,809,73,388,577,198,18,282
4890,994730511,5418,5108,1010,0,17,73,3,41,False,1590000000.0,2.0,56.0,6892.0,82,28.392857142857142,1513,108.2525,15.9832,False,809,73,388,577,198,18,282
4890,994730511,4931,9004,1010,0,17,73,3,41,False,1600000000.0,2.0,56.0,6892.0,82,28.571428571428573,1514,108.2695,15.9856,False,1120,73,388,577,198,18,282
4890,994730511,9247,10057,1010,0,17,73,3,41,False,1850000000.0,2.0,68.0,6892.0,82,27.205882352941178,1513,108.2525,15.9832,False,809,73,388,577,198,18,282
4890,994730511,5614,7244,1010,0,17,73,3,41,False,1950000000.0,2.0,73.5,6892.0,82,26.53061224489796,1513,108.2525,15.9832,False,809,73,388,577,198,18,282
4731,532603838,9441,2235,1010,0,11,107,12,2,True,1700000000.0,2.0,60.0,8947.0,200,28.33333333333333,1370,106.7199,10.9552,False,1076,107,814,10,225,891,467
4731,532603838,8509,8555,1010,0,11,107,2,2,True,830000000.0,1.0,33.0,8947.0,200,25.151515151515152,1367,106.7232,10.9521,False,697,107,814,10,225,891,467
4731,532603838,7383,11,1010,0,11,107,2,2,True,1500000000.0,2.0,60.0,8947.0,200,25.0,1367,106.7232,10.9521,False,697,107,814,10,225,891,467
4731,532603838,7647,6282,1010,0,11,107,2,2,True,850000000.0,1.0,33.0,8947.0,200,25.75757575757576,1367,106.7232,10.9521,False,697,107,814,10,225,891,467
4731,532603838,1524,6227,1010,0,11,107,2,2,False,1400000000.0,1.0,46.0,8947.0,200,30.43478260869565,1365,106.7231,10.952,False,1077,107,814,10,225,891,467
4731,532603838,5552,4453,1010,0,11,107,2,2,True,1000000000.0,1.0,33.0,8947.0,200,30.303030303030305,1368,106.72329,10.95212,False,697,107,814,10,225,891,467
4731,532603838,8723,8982,1010,0,11,107,2,2,False,1500000000.0,2.0,60.0,8947.0,200,25.0,1365,106.7231,10.952,False,697,107,814,10,225,891,467
4731,532603838,6794,5566,1010,0,11,107,2,2,True,870000000.0,1.0,33.0,8947.0,200,26.363636363636363,1367,106.7232,10.9521,False,697,107,814,10,225,891,467
4731,532603838,4659,3851,1010,0,11,107,2,2,True,980000000.0,1.0,33.0,8947.0,200,29.696969696969692,1368,106.72329,10.95212,False,697,107,814,10,225,891,467
4731,532603838,7823,807,1010,0,11,107,2,2,True,110000000.0,1.0,33.0,8947.0,200,3.333333333333333,1368,106.72329,10.95212,False,697,107,814,10,225,891,467
4731,532603838,4045,3001,1010,0,11,107,2,2,True,1250000000.0,1.0,42.0,8947.0,200,29.761904761904763,1368,106.72329,10.95212,False,697,107,814,10,225,891,467
4731,532603838,3458,4502,1010,0,11,107,2,2,True,235000000.0,1.0,45.0,8947.0,200,5.222222222222222,1368,106.72329,10.95212,False,1077,107,814,10,225,891,467
4731,532603838,6348,6990,1010,0,11,107,2,2,True,1150000000.0,1.0,42.0,8947.0,200,27.38095238095238,1367,106.7232,10.9521,False,697,107,814,10,225,891,467
4731,532603838,8921,3850,1010,0,11,107,2,2,True,1200000000.0,1.0,42.0,8947.0,200,28.571428571428573,1367,106.7232,10.9521,False,697,107,814,10,225,891,467
4731,532603838,2205,1831,1010,0,11,107,2,2,True,1650000000.0,2.0,60.0,8947.0,200,27.5,1368,106.72329,10.95212,False,697,107,814,10,225,891,467
4731,532603838,4714,623,1010,0,11,107,2,2,True,1050000000.0,1.0,42.0,8947.0,200,25.0,1365,106.7231,10.952,False,697,107,814,10,225,891,467
4731,532603838,7827,9047,1010,0,11,107,2,2,True,450000000.0,2.0,60.0,8947.0,200,7.5,1368,106.72329,10.95212,False,697,107,814,10,225,891,467
4731,532603838,7654,6989,1010,0,11,107,2,2,True,600000000.0,1.0,33.0,8947.0,200,18.181818181818183,1367,106.7232,10.9521,False,697,107,814,10,225,891,467
4731,532603838,7635,4462,1010,0,11,107,2,2,True,860000000.0,1.0,33.0,8947.0,200,26.060606060606062,1365,106.7231,10.952,False,697,107,814,10,225,891,467
4731,532603838,237,3870,1030,2,11,107,2,2,True,2600000000.0,2.289795498920974,55.0,8947.0,200,47.27272727272727,1364,106.723,10.9519,False,697,107,814,10,225,891,467
4731,532603838,5492,4753,1010,0,11,107,2,2,True,1130000000.0,1.0,42.0,8947.0,200,26.904761904761905,1367,106.7232,10.9521,False,697,107,814,10,225,891,467
4731,532603838,5083,7036,1010,0,11,107,2,2,True,50000000.0,2.0,45.0,8947.0,200,1.1111111111111112,1365,106.7231,10.952,False,697,107,814,10,225,891,467
4731,532603838,8658,934,1030,2,11,107,2,2,True,4400000000.0,2.289795498920974,96.0,8947.0,200,45.833333333333336,1365,106.7231,10.952,False,1077,107,814,10,225,891,467
4731,532603838,9543,8566,1010,0,11,107,2,2,True,830000000.0,1.0,32.9,8947.0,200,25.227963525835868,1367,106.7232,10.9521,False,697,107,814,10,225,891,467
4731,532603838,5076,4257,1010,0,11,107,2,2,True,99000000.0,1.0,33.0,8947.0,200,3.0,1368,106.72329,10.95212,False,697,107,814,10,225,891,467
4731,532603838,5407,8567,1010,0,11,107,2,2,False,1000000000.0,1.0,42.0,8947.0,200,23.80952380952381,1365,106.7231,10.952,False,697,107,814,10,225,891,467
4731,532603838,3461,4314,1010,0,11,107,2,2,False,1450000000.0,2.0,60.0,8947.0,200,24.166666666666668,1365,106.7231,10.952,False,697,107,814,10,225,891,467
4731,532603838,5642,4783,1010,0,11,107,2,2,False,1200000000.0,1.0,42.0,8947.0,200,28.571428571428573,1365,106.7231,10.952,False,697,107,814,10,225,891,467
4801,1245815748,982,2429,1010,0,119,110,13,36,True,3684000000.0,2.0,67.5998,9250.0,121,54.49720265444572,1273,106.834,10.8917,False,491,110,832,577,225,1949,375
4801,1245815748,1003,7769,1010,0,119,110,13,36,True,2900000000.0,1.0,54.2798,9250.0,121,53.42687334883327,1273,106.834,10.8917,False,1023,110,832,577,225,1949,375
4801,1245815748,8551,7770,1010,0,119,110,13,36,True,3800000000.0,2.0,72.0,9250.0,121,52.77777777777778,1271,106.8339,10.8915,False,1023,110,832,577,225,1949,375
4801,1245815748,5048,10107,1010,0,119,110,13,36,True,3979000000.0,2.0,79.0,9250.0,121,50.36708860759494,1271,106.8339,10.8915,False,491,110,832,577,225,1949,375
4801,1245815748,544,3834,1010,0,119,110,13,36,True,3400000000.0,1.0,51.0,9250.0,121,66.66666666666667,1273,106.834,10.8917,False,491,110,832,577,225,1949,375
4801,1245815748,9919,7056,1010,0,119,110,13,36,False,3700000000.0,1.0,49.2,9250.0,121,75.20325203252033,1274,106.8341,10.8918,False,491,110,832,577,225,1949,375
4801,1245815748,6927,8872,1010,0,119,110,13,36,True,4100000000.0,2.0,74.0,9250.0,121,55.4054054054054,1272,106.8339,10.8916,False,491,110,832,577,225,1949,375
4801,1245815748,1022,6998,1010,0,119,110,13,36,True,2800000000.0,1.0,54.0,9250.0,121,51.851851851851855,1273,106.834,10.8917,False,1023,110,832,577,225,1949,375
4801,1245815748,1947,1715,1010,0,119,110,13,36,True,4550000000.0,2.0,75.0,9250.0,121,60.66666666666666,1271,106.8339,10.8915,False,1023,110,832,577,225,1949,375
4801,1245815748,6709,5955,1010,0,119,110,13,36,False,3900000000.0,2.0,70.0,9250.0,121,55.71428571428572,1273,106.834,10.8917,False,491,110,832,577,225,1949,375
4801,1245815748,3028,2430,1010,0,119,110,13,36,True,3800000000.0,2.0,74.0,9250.0,121,51.35135135135136,1274,106.8341,10.8918,False,491,110,832,577,225,1949,375
4801,1245815748,1594,3961,1010,0,119,110,13,36,False,6500000000.0,2.0,74.0,9250.0,121,87.83783783783784,1274,106.8341,10.8918,False,1023,110,832,577,225,1949,375
4801,1245815748,8547,7767,1010,0,119,110,13,36,True,3800000000.0,2.0,74.0,9250.0,121,51.35135135135136,1273,106.834,10.8917,False,1023,110,832,577,225,1949,375
4801,1245815748,5144,2868,1010,0,119,110,13,36,True,5000000000.0,1.0,55.0,9250.0,121,90.9090909090909,1273,106.834,10.8917,False,491,110,832,577,225,1949,375
4801,1245815748,8535,7768,1010,0,119,110,13,36,True,2900000000.0,1.0,54.2798,9250.0,121,53.42687334883327,1273,106.834,10.8917,False,1023,110,832,577,225,1949,375
4801,1245815748,8349,9763,1010,0,119,110,13,36,True,16850000000.0,4.0,203.0,9250.0,121,83.00492610837438,1274,106.8341,10.8918,False,491,110,832,577,225,1949,375
4801,1245815748,8548,7771,1010,0,119,110,13,36,True,5100000000.0,3.0,97.51,9250.0,121,52.30232796636242,1274,106.8341,10.8918,False,1023,110,832,577,225,1949,375
4801,1245815748,8892,10290,1010,0,119,110,13,36,True,4600000000.0,2.0,79.0,9250.0,121,58.22784810126582,1274,106.8341,10.8918,False,491,110,832,577,225,1949,375
4801,1245815748,9183,1872,1010,0,119,110,13,36,False,4800000000.0,2.0,68.0,9250.0,121,70.58823529411765,1271,106.8339,10.8915,False,491,110,832,577,225,1949,375
4801,1245815748,5766,4606,1010,0,119,110,13,36,False,3300000000.0,1.0,54.0,9250.0,121,61.11111111111112,1273,106.834,10.8917,False,491,110,832,577,225,1949,375
4801,1245815748,9123,7054,1010,0,119,110,13,36,True,3000000000.0,1.0,55.0,9250.0,121,54.54545454545455,1273,106.834,10.8917,False,491,110,832,577,225,1949,375
4801,1245815748,4525,5956,1010,0,119,110,13,36,False,4405000000.0,2.0,70.4497,9250.0,121,62.52688088096897,1272,106.8339,10.8916,False,491,110,832,577,225,1949,375
4801,1245815748,4216,3178,1010,0,119,110,13,36,False,3139000000.0,1.0,50.0,9250.0,121,62.78,1273,106.834,10.8917,False,491,110,832,577,225,1949,375
4742,291705171,6270,3489,1010,0,11,107,2,2,True,2150000000.0,2.0,70.0,8953.0,267,30.714285714285715,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,5937,4786,1010,0,11,107,2,2,False,2437000000.0,2.0,73.0,8953.0,267,33.38356164383562,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,5071,2858,1010,0,11,107,2,2,True,1700000000.0,2.0,55.0,8953.0,267,30.90909090909091,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,9310,4714,1010,0,11,107,2,2,False,3450000000.0,3.0,100.0,8953.0,267,34.5,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,7811,10249,1010,0,11,107,2,2,True,1955390470.0,1.0,50.0,8953.0,267,39.1078094,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,2937,2321,1010,0,11,107,2,2,True,2400000000.0,2.0,70.0,8953.0,267,34.285714285714285,1197,106.7142,10.8692,False,609,107,1197,211,181,1948,259
4742,291705171,4545,5767,1010,0,11,107,2,2,True,2150000000.0,2.0,70.0,8953.0,267,30.714285714285715,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,8890,4150,1010,0,11,107,2,2,True,2595000000.0,2.0,73.0,8953.0,267,35.54794520547945,1197,106.7142,10.8692,False,609,107,1197,211,181,1948,259
4742,291705171,7297,213,1010,0,11,107,2,2,True,1800000000.0,1.0,52.0,8953.0,267,34.61538461538461,1197,106.7142,10.8692,False,609,107,1197,211,181,1948,259
4742,291705171,2872,1775,1010,0,11,107,2,2,True,2400000000.0,2.0,73.0,8953.0,267,32.87671232876713,1197,106.7142,10.8692,False,1050,107,1197,211,181,1948,259
4742,291705171,7040,10,1010,0,11,107,2,2,True,1955750000.0,1.0,50.0,8953.0,267,39.115,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,3100,5985,1010,0,11,107,2,2,True,2250000000.0,2.0,71.0,8953.0,267,31.690140845070424,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,140,2022,1010,0,11,107,2,2,True,2100000000.0,2.0,50.0,8953.0,267,42.0,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,8041,3803,1010,0,11,107,2,2,True,1750000000.0,1.0,51.0,8953.0,267,34.31372549019608,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,9569,8594,1010,0,11,107,2,2,False,2450000000.0,2.0,72.0,8953.0,267,34.02777777777778,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,2748,939,1010,0,11,107,2,2,True,4100000000.0,3.0,99.0,8953.0,267,41.41414141414141,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,2856,5535,1010,0,11,107,2,2,True,2900000000.0,2.0,70.0,8953.0,267,41.42857142857143,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,5447,7924,1010,0,11,107,2,2,True,2700000000.0,2.0,71.0,8953.0,267,38.0281690140845,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,4666,9719,1010,0,11,107,2,2,True,2400000000.0,2.0,73.0,8953.0,267,32.87671232876713,1195,106.7142,10.869,False,1050,107,1197,211,181,1948,259
4742,291705171,2651,5174,1010,0,11,107,2,2,True,1800000000.0,2.0,52.0,8953.0,267,34.61538461538461,1197,106.7142,10.8692,False,609,107,1197,211,181,1948,259
4742,291705171,8266,10248,1010,0,11,107,2,2,True,2200000000.0,1.0,51.0,8953.0,267,43.13725490196079,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,7563,4401,1010,0,11,107,2,2,True,2600000000.0,2.0,72.0,8953.0,267,36.11111111111112,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,2468,4192,1010,0,11,107,2,2,True,1800000000.0,2.0,52.0,8953.0,267,34.61538461538461,1197,106.7142,10.8692,False,609,107,1197,211,181,1948,259
4742,291705171,5777,4678,1010,0,11,107,2,2,False,2300000000.0,2.0,70.0,8953.0,267,32.857142857142854,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,8904,9349,1010,0,11,107,2,2,True,2600000000.0,2.0,70.0,8953.0,267,37.142857142857146,1195,106.7142,10.869,False,1050,107,1197,211,181,1948,259
4742,291705171,5719,5195,1010,0,11,107,2,2,True,3700000000.0,3.0,102.0,8953.0,267,36.27450980392157,1197,106.7142,10.8692,False,609,107,1197,211,181,1948,259
4742,291705171,3939,5768,1010,0,11,107,2,2,True,2200000000.0,2.0,70.0,8953.0,267,31.428571428571427,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,5720,979,1010,0,11,107,2,2,True,2700000000.0,2.0,75.0,8953.0,267,36.0,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,2648,5175,1010,0,11,107,2,2,True,1800000000.0,2.0,52.0,8953.0,267,34.61538461538461,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,2469,5177,1010,0,11,107,2,2,True,2600000000.0,2.0,72.0,8953.0,267,36.11111111111112,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,5918,7941,1010,0,11,107,2,2,True,1900000000.0,1.0,50.0,8953.0,267,38.0,1195,106.7142,10.869,False,1050,107,1197,211,181,1948,259
4742,291705171,2227,5172,1010,0,11,107,2,2,True,1800000000.0,2.0,52.0,8953.0,267,34.61538461538461,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,2467,5173,1010,0,11,107,2,2,True,1800000000.0,2.0,52.0,8953.0,267,34.61538461538461,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,5455,5176,1010,0,11,107,2,2,True,2500000000.0,2.0,72.0,8953.0,267,34.72222222222222,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,908,1783,1010,0,11,107,2,2,True,3580000000.0,3.0,100.0,8953.0,267,35.8,1197,106.7142,10.8692,False,1050,107,1197,211,181,1948,259
4742,291705171,2687,6294,1010,0,11,107,2,2,True,1700000000.0,1.0,53.0,8953.0,267,32.075471698113205,1197,106.7142,10.8692,False,609,107,1197,211,181,1948,259
4742,291705171,5725,2064,1010,0,11,107,2,2,True,2800000000.0,2.0,72.0,8953.0,267,38.888888888888886,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,4677,6293,1010,0,11,107,2,2,True,2600000000.0,2.0,73.0,8953.0,267,35.61643835616438,1197,106.7142,10.8692,False,609,107,1197,211,181,1948,259
4742,291705171,6507,6293,1010,0,11,107,2,2,True,2600000000.0,2.0,73.0,8953.0,267,35.61643835616438,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,5136,972,1010,0,11,107,2,2,False,1900000000.0,1.0,50.0,8953.0,267,38.0,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,2864,3685,1010,0,11,107,2,2,True,1700000000.0,1.0,50.0,8953.0,267,34.0,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,8903,2233,1010,0,11,107,2,2,True,1800000000.0,2.0,52.0,8953.0,267,34.61538461538461,1197,106.7142,10.8692,False,609,107,1197,211,181,1948,259
4742,291705171,8515,7714,1010,0,11,107,2,2,True,1800000000.0,2.0,71.0,8953.0,267,25.35211267605634,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,932,6921,1010,0,11,107,2,2,True,2450000000.0,2.0,71.0,8953.0,267,34.50704225352113,1196,106.7142,10.8691,False,1050,107,1197,211,181,1948,259
4742,291705171,5465,3867,1010,0,11,107,2,2,True,600000000.0,2.0,72.0,8953.0,267,8.333333333333334,1197,106.7142,10.8692,False,609,107,1197,211,181,1948,259
4742,291705171,5761,6157,1010,0,11,107,2,2,False,2600000000.0,2.0,71.0,8953.0,267,36.61971830985915,1197,106.7142,10.8692,False,609,107,1197,211,181,1948,259
4742,291705171,5718,7833,1010,0,11,107,2,2,False,2900000000.0,2.0,66.4,8953.0,267,43.67469879518072,1196,106.7142,10.8691,False,609,107,1197,211,181,1948,259
4742,291705171,2533,6275,1010,0,11,107,2,2,False,2000000000.0,2.0,70.0,8953.0,267,28.571428571428573,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,5065,854,1010,0,11,107,2,2,False,2500000000.0,2.0,74.0,8953.0,267,33.78378378378378,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,9541,7854,1010,0,11,107,2,2,False,1900000000.0,2.0,50.0,8953.0,267,38.0,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4742,291705171,5286,6911,1010,0,11,107,2,2,False,2200000000.0,2.0,70.0,8953.0,267,31.428571428571427,1195,106.7142,10.869,False,609,107,1197,211,181,1948,259
4784,2023241925,8674,6665,1010,0,119,110,13,36,True,1497000000.0,1.0,30.0,9251.0,124,49.9,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,8582,7736,1010,0,119,110,13,36,True,1675000000.0,1.0,30.0,9251.0,124,55.833333333333336,1124,106.8197,10.8453,False,491,110,1139,106,225,53,520
4784,2023241925,3871,7308,1010,0,119,110,13,36,True,2700000000.0,2.0,60.0,9251.0,124,45.0,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,5209,4787,1010,0,119,110,13,36,False,2350000000.0,2.0,58.0,9251.0,124,40.51724137931034,1124,106.8197,10.8453,False,491,110,1139,106,225,53,520
4784,2023241925,4672,3855,1010,0,119,110,13,36,True,2876219284.0,2.0,59.0,9251.0,124,48.749479389830505,1124,106.8197,10.8453,False,491,110,1139,106,225,53,520
4784,2023241925,5478,4546,1010,0,119,110,13,36,False,2150000000.0,1.0,34.0,9251.0,124,63.23529411764706,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,3874,2849,1010,0,119,110,13,36,True,1814658325.0,1.0,34.9,9251.0,124,51.99594054441261,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,8582,7735,1010,0,119,110,13,36,True,1675000000.0,1.0,30.0,9251.0,124,55.833333333333336,1124,106.8197,10.8453,False,491,110,1139,106,225,53,520
4784,2023241925,7359,8101,1010,0,119,110,13,36,True,1530000000.0,1.0,33.0,9251.0,124,46.36363636363637,1121,106.8197,10.8451,False,491,110,1139,106,225,53,520
4784,2023241925,6670,4780,1010,0,119,110,13,36,True,1600000000.0,1.0,40.0,9251.0,124,40.0,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,6233,4917,1010,0,119,110,13,36,True,2139000000.0,1.0,52.0,9251.0,124,41.13461538461539,1124,106.8197,10.8453,False,491,110,1139,106,225,53,520
4784,2023241925,6234,5482,1010,0,119,110,13,36,True,2650000000.0,2.0,69.0,9251.0,124,38.40579710144928,1124,106.8197,10.8453,False,491,110,1139,106,225,53,520
4784,2023241925,8653,7787,1030,2,119,110,13,36,True,11400000000.0,2.289795498920974,68.0,9251.0,124,167.64705882352942,1123,106.8197,10.8452,False,357,110,1139,106,225,53,520
4784,2023241925,7461,6335,1010,0,119,110,13,36,True,2379000000.0,2.0,60.0,9251.0,124,39.65,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,9418,1354,1010,0,119,110,13,36,False,3950000000.0,2.0,69.0,9251.0,124,57.2463768115942,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,2722,5972,1010,0,119,110,13,36,True,2620000000.0,2.0,59.0,9251.0,124,44.40677966101695,1124,106.8197,10.8453,False,491,110,1139,106,225,53,520
4784,2023241925,7048,4363,1010,0,119,110,13,36,True,2700000000.0,2.0,60.0,9251.0,124,45.0,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,7241,1005,1010,0,119,110,13,36,True,2900000000.0,2.0,59.0,9251.0,124,49.15254237288136,1121,106.8197,10.8451,False,491,110,1139,106,225,53,520
4784,2023241925,5168,7186,1010,0,119,110,13,36,False,3400000000.0,2.0,59.0,9251.0,124,57.6271186440678,1124,106.8197,10.8453,False,491,110,1139,106,225,53,520
4784,2023241925,8046,7860,1010,0,119,110,13,36,True,1900000000.0,2.0,35.0,9251.0,124,54.285714285714285,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,6913,9613,1010,0,119,110,13,36,True,2400000000.0,2.0,55.0,9251.0,124,43.63636363636363,1125,106.81972,10.8454,False,357,110,1139,106,225,53,520
4784,2023241925,8897,9070,1010,0,119,110,13,36,True,2868000000.0,2.0,60.0,9251.0,124,47.8,1124,106.8197,10.8453,False,491,110,1139,106,225,53,520
4784,2023241925,4850,9270,1010,0,119,110,13,36,False,3391000000.0,1.0,53.2999,9251.0,124,63.62113249743433,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,5413,936,1010,0,119,110,13,36,False,2850000000.0,2.0,60.0,9251.0,124,47.5,1124,106.8197,10.8453,False,357,110,1139,106,225,53,520
4784,2023241925,5308,7928,1010,0,119,110,13,36,True,5150000000.0,3.0,69.0,9251.0,124,74.6376811594203,1124,106.8197,10.8453,False,491,110,1139,106,225,53,520
4784,2023241925,5433,605,1010,0,119,110,13,36,False,3300000000.0,2.0,59.0,9251.0,124,55.932203389830505,1124,106.8197,10.8453,False,491,110,1139,106,225,53,520
4784,2023241925,2866,3894,1010,0,119,110,13,36,False,5000000000.0,3.0,85.5,9251.0,124,58.47953216374269,1124,106.8197,10.8453,False,491,110,1139,106,225,53,520
4784,2023241925,9358,8528,1010,0,119,110,13,36,True,2600000000.0,1.0,33.0,9251.0,124,78.78787878787878,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,7824,9807,1010,0,119,110,13,36,True,2300000000.0,2.0,67.0,9251.0,124,34.32835820895522,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,5283,8880,1010,0,119,110,13,36,False,2600000000.0,2.0,59.0,9251.0,124,44.067796610169495,1121,106.8197,10.8451,False,491,110,1139,106,225,53,520
4784,2023241925,9502,5937,1010,0,119,110,13,36,False,1700000000.0,1.0,30.0,9251.0,124,56.66666666666666,1121,106.8197,10.8451,False,357,110,1139,106,225,53,520
4784,2023241925,9250,7225,1010,0,119,110,13,36,False,3939000000.0,2.0,66.0,9251.0,124,59.68181818181818,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,2562,7487,1010,0,119,110,13,36,False,2700000000.0,2.0,54.0,9251.0,124,50.0,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,8769,9066,1010,0,119,110,13,36,False,3030000000.0,2.0,72.5,9251.0,124,41.793103448275865,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,5172,7187,1010,0,119,110,13,36,False,3500000000.0,2.0,60.0,9251.0,124,58.333333333333336,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,4337,500,1010,0,119,110,13,36,False,2000000000.0,1.0,39.0,9251.0,124,51.282051282051285,1123,106.8197,10.8452,False,491,110,1139,106,225,53,520
4784,2023241925,8923,6257,1010,0,119,110,13,36,False,3000000000.0,2.0,70.0,9251.0,124,42.85714285714285,1123,106.8197,10.8452,False,357,110,1139,106,225,53,520
2440,2117738109,7799,6895,1010,0,115,1,13,36,True,3920000000.0,2.0,86.0,9517.0,330,45.58139534883721,235,106.6678,10.726,False,483,1,860,112,225,665,90
2440,2117738109,2011,6429,1010,0,115,1,13,36,True,3128000000.0,2.0,71.0,9517.0,330,44.056338028169016,232,106.6678,10.7259,False,483,1,860,112,225,665,90
2440,2117738109,5543,4975,1010,0,115,1,13,36,False,3350000000.0,2.0,78.0,9517.0,330,42.94871794871795,235,106.6678,10.726,False,1017,1,860,112,225,665,90
2440,2117738109,2012,4515,1010,0,115,1,13,36,True,2800000000.0,2.0,72.0,9517.0,330,38.888888888888886,235,106.6678,10.726,False,483,1,860,112,225,665,90
2440,2117738109,2064,120,1010,0,115,1,13,36,True,2390000000.0,2.0,56.0,9517.0,330,42.67857142857143,232,106.6678,10.7259,False,483,1,860,112,225,665,90
2440,2117738109,2138,9701,1010,0,115,1,13,36,True,3300000000.0,2.0,75.0,9517.0,330,44.0,235,106.6678,10.726,False,483,1,860,112,225,665,90
2440,2117738109,417,1156,1020,1,115,1,13,36,True,69480000000.0,5.0,533.0,9517.0,330,130.35647279549718,232,106.6678,10.7259,False,483,1,860,112,225,665,90
2440,2117738109,9849,7838,1040,3,115,1,13,36,True,2150000000.0,2.289795498920974,90.0,9517.0,330,23.88888888888889,235,106.6678,10.726,False,483,1,860,112,225,665,90
2440,2117738109,6619,4724,1010,0,115,1,13,36,True,3900000000.0,3.0,92.0,9517.0,330,42.391304347826086,240,106.66785,10.72615,False,483,1,860,112,225,665,90
2440,2117738109,6364,4695,1010,0,115,1,13,36,True,2750000000.0,2.0,72.0,9517.0,330,38.19444444444444,227,106.6678,10.7257,False,483,1,860,112,225,665,90
